step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s
0,0.05,-0.0922263336075146,0.09720069169998169,0.13417373597621918,0.4547472894191742,0.08640845865011215,0.35,4,0,0,0,0.38679227232933044,7.73584508895874,154.71688842773438,0.42134007811546326,1.0,0.3048025798878746,0,0,0,0,0.3048025798878746,0.0,filtered,0.0457583290748048,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.3048025798878746,0.558999265|0.573999265|0.468535555|0.327668756|0.30480258|0.30780258,0.678999265|0.693999265|0.588535555|0.447668756|0.42480258|0.42780258,0.678999265|0.693999265|0.588535555|0.447668756|0.42480258|0.42780258,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0291239407|0.116670184|0.117551663|0.117551663,-0.111213522|0|-0.139281358|-0.230729091|-0.240791292|-0.240791292,2.12478354|2.29599706|1.7639848|1.19661612|1.09597069|1.10797069,0.636118531|-0.44575125|0.412430346,0.00624606432|0.246914208|0.0162670799,0.004132002592086792
1,0.1,-0.18682993584996993,0.11412222683429718,0.13598085939884186,0.44766655564308167,0.10268379002809525,0.35,4,0,0,0,0.5625985860824585,5.6549973487854,151.04661560058594,0.5625977516174316,1.0,0.2986225483879571,0,0,0,0,0.3048025798878746,0.0,filtered,9.941395409309062e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2986225483879571,0.553513454|0.568513454|0.463032823|0.321947648|0.298622548|0.301622548,0.673513454|0.688513454|0.583032823|0.441947648|0.418622548|0.421622548,0.673513454|0.688513454|0.583032823|0.441947648|0.418622548|0.421622548,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0284118366|0.0783987831|0.0984995049|0.0984995049,-0.108216128|0|-0.136188076|-0.229702854|-0.240370475|-0.240370475,2.10583769|2.27405382|1.68753138|1.13648652|1.05261922|1.06461922,0.636431098|-0.433405578|0.413243592,0.00624606432|0.246914208|0.0162670799,0.004101530648767948
2,0.15000000000000002,-0.12505244864850953,0.08626741170883179,0.1359531730413437,0.4431631863117218,0.07441022247076035,0.35,4,0,0,0,0.7738101482391357,4.81337833404541,113.04536437988281,0.7738087177276611,1.0,0.29156847579686185,0,0,0,0,0.3048025798878746,0.0,filtered,1.7405869682375676e-06,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.29156847579686185,0.548179014|0.563178993|0.454941557|0.314457118|0.291568476|0.294568476,0.668179014|0.683178993|0.574941557|0.434457118|0.411568476|0.414568476,0.668179014|0.683178993|0.574941557|0.434457118|0.411568476|0.414568476,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.00286717767|0.136432408|0.150634519|0.150634519,-0.105158707|0|-0.133703383|-0.229296489|-0.240173803|-0.240173803,2.08755735|2.25271597|1.68319567|1.16496439|1.07673462|1.08873462,0.636743665|-0.421059906|0.414056838,0.00624606432|0.246914208|0.0162670799,0.004004050046205521
3,0.2,-0.16626257561369245,0.09151651710271835,0.13793528079986572,0.43809494376182556,0.07916301488876343,0.35,4,0,0,0,0.881330668926239,3.1872174739837646,83.00564575195312,0.8813291788101196,1.0,0.28711404594889367,0,0,0,0,0.3048025798878746,0.0,filtered,1.691438121962967e-06,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.28711404594889367,0.542998944|0.557998929|0.448179309|0.30985875|0.287114046|0.290114046,0.662998944|0.677998929|0.568179309|0.42985875|0.407114046|0.410114046,0.662998944|0.677998929|0.568179309|0.42985875|0.407114046|0.410114046,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0250020078|0.118119203|0.138793737|0.138793737,-0.102041409|0|-0.130936283|-0.228538034|-0.239820837|-0.239820837,2.06995437|2.23199572|1.63677895|1.12901617|1.04742908|1.05942908,0.637056231|-0.408714235|0.414870083,0.00624606432|0.246914208|0.0162670799,0.002638326957821846
4,0.25,-0.14675671999537657,0.1022975891828537,0.13824324309825897,0.43235084414482117,0.08935931324958801,0.35,4,0,0,0,0.947971522808075,2.633288621902466,57.57467269897461,0.9479703307151794,1.0,0.28208413756678596,0,0,0,0,0.3048025798878746,0.0,filtered,1.5323205470373658e-06,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.28208413756678596,0.537976231|0.552976229|0.440450822|0.304381098|0.282084138|0.285084138,0.657976231|0.672976229|0.560450822|0.424381098|0.402084138|0.405084138,0.657976231|0.672976229|0.560450822|0.424381098|0.402084138|0.405084138,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0162823408|0.114548633|0.125048403|0.125048403,-0.0988645047|0|-0.128378882|-0.228017964|-0.239542735|-0.239542735,2.05304042|2.21190492|1.61714207|1.10405506|1.01384222|1.02584222,0.637368798|-0.396368563|0.415683329,0.00624606432|0.246914208|0.0162670799,0.0038302717730402946
5,0.30000000000000004,-0.09620679787084528,0.1155855730175972,0.13506023585796356,0.4259408414363861,0.10198093205690384,0.35,4,0,0,0,0.9298977851867676,3.785261631011963,60.461082458496094,0.9298968315124512,1.0,0.27639027141365136,0,0,0,0,0.3048025798878746,0.0,filtered,1.273238033180468e-06,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.27639027141365136,0.533113845|0.548113845|0.43328841|0.298765685|0.276390271|0.279390271,0.653113845|0.668113845|0.55328841|0.418765685|0.396390271|0.399390271,0.653113845|0.668113845|0.55328841|0.418765685|0.396390271|0.399390271,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0226472228|0.121580958|0.111386194|0.111386194,-0.0956283925|0|-0.125585273|-0.227221936|-0.239178047|-0.239178047,2.03682699|2.19245538|1.63021559|1.08942176|0.977769232|0.989769232,0.637681365|-0.384022892|0.416496575,0.00624606432|0.246914208|0.0162670799,0.003999876789748669
6,0.35000000000000003,-0.04450938324285744,0.15267841517925262,0.12706422805786133,0.4174863398075104,0.13816751539707184,0.35,4,0,0,0,0.859609067440033,5.889373779296875,57.70499801635742,0.84230637550354,1.0,0.27007947841248825,0,0,0,0,0.3048025798878746,0.0,filtered,0.11507702184532896,0,0,12,joint_4_acceleration_lower,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.27007947841248825,0.528414736|0.543414736|0.428199892|0.293588662|0.270079478|0.273079478,0.648414736|0.663414736|0.548199892|0.413588662|0.390079478|0.393079478,0.648414736|0.663414736|0.548199892|0.413588662|0.390079478|0.393079478,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0727894578|0.107857053|0.0683061186|0.0683061186,-0.0923336027|0|-0.122146488|-0.225662429|-0.238462826|-0.238462826,2.02132534|2.17365894|1.66344254|1.05654927|0.910161206|0.922161206,0.637993932|-0.37167722|0.417309821,0.00624606432|0.246914208|0.0162670799,0.004086468368768692
7,0.4,0.014308021549182509,0.19511938095092773,0.11376530677080154,0.4067016541957855,0.17941248416900635,0.35,4,0,0,0,0.8484014868736267,6.3781585693359375,46.35996627807617,0.8561081290245056,1.0,0.2618095109635347,0,0,0,0,0.3048025798878746,0.0,filtered,0.10101512380285976,0,0,12,joint_4_acceleration_lower,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.2618095109635347,0.523881819|0.538881819|0.425783598|0.287956488|0.261809511|0.264809511,0.643881819|0.658881819|0.545783598|0.407956488|0.381809511|0.384809511,0.643881819|0.658881819|0.545783598|0.407956488|0.381809511|0.384809511,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.122562427|0.089003118|0.0164544892|0.0164544892,-0.0889808031|0|-0.117776261|-0.222931995|-0.237133277|-0.237133277,2.00654647|2.15552728|1.70792056|1.01789708|0.826559256|0.838559256,0.638306499|-0.359331548|0.418123066,0.00624606432|0.246914208|0.0162670799,0.0039589423686265945
8,0.45,0.05583835515103763,0.17998044192790985,0.09940174221992493,0.3971279561519623,0.1632535457611084,0.35,4,0,0,0,0.866977334022522,5.44421911239624,61.10152816772461,0.8758643269538879,1.0,0.2513528564112541,0,0,0,0,0.3048025798878746,0.0,filtered,0.03348780257449092,0,0,12,joint_4_acceleration_lower,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.2513528564112541,0.519517976|0.534517964|0.426104617|0.281856016|0.251352856|0.254352856,0.639517976|0.654517964|0.546104617|0.401856016|0.371352856|0.374352856,0.639517976|0.654517964|0.546104617|0.401856016|0.371352856|0.374352856,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.15912279|0.12333122|0.0355842534|0.0355842534,-0.0855708047|0|-0.112496961|-0.218607007|-0.234770883|-0.234770883,1.9925011|2.13807186|1.7510443|1.03214828|0.806224796|0.818224796,0.638619065|-0.346985877|0.418936312,0.00624606432|0.246914208|0.0162670799,0.004139766097068787
9,0.5,0.03252446012351329,0.14435087144374847,0.08861428499221802,0.3899221122264862,0.12698234617710114,0.35,4,0,0,0,0.9356702566146851,3.992387294769287,82.84801483154297,0.9356696605682373,1.0,0.2422922669677154,0,0,0,0,0.3048025798878746,0.0,filtered,9.619578845306578e-07,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.2422922669677154,0.515326045|0.530326045|0.428568117|0.277992975|0.242292267|0.245292267,0.635326045|0.650326045|0.548568117|0.397992975|0.362292267|0.365292267,0.635326045|0.650326045|0.548568117|0.397992975|0.362292267|0.365292267,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.174118579|0.166284683|0.0819270107|0.0819270107,-0.0821045663|0|-0.106717049|-0.212785998|-0.2310805|-0.2310805,1.97919961|2.12130418|1.781674|1.06547059|0.820015578|0.832015578,0.638931632|-0.334640205|0.419749558,0.00624606432|0.246914208|0.0162670799,0.00406988151371479
