step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_goal_region_attempted,hierarchical_ik_goal_region_candidate_count,hierarchical_ik_goal_region_sample_count,hierarchical_ik_obstacle_aware_attempted,hierarchical_ik_obstacle_aware_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.8518511741471638,0.07677485048770905,0.5879867076873779,0.48816707730293274,0.0680544376373291,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.36949440836906433,7.389887809753418,147.79776000976562,0.0,0.0,0.5964403963810977,0.5879867076873779,0.008453688693719763,0.0,0.21785486015193603,0.0,0.17441799891465448,-0.17441799891465448,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.5291516579454765,0.5291516579454765,0,0,0,0,-1,nan,nan,,,160,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 144, 'obstacle_contact': 17, 'self_collision': 0}",0.0007387294376302141,161,161,nan,nan,0.0,not_enabled,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.31538024944972776,0,0,0,0,0.31538024944972776,0.0,filtered,linprog goal-velocity priority optimal,0.3694943860264809,0,0,12,joint_0_acceleration_lower|joint_1_acceleration_lower|joint_2_acceleration_lower,workspace_z_lower,,,0,0,0,optimal; continuity_tiebreak,0.17941799655015453,1,continuity_tiebreak,0.0,0,goal_velocity_linprog,0.0,valid,0.31538024944972776,0.873214483873313,0|0|0|0|0|0,0.487151881|0.315380249|0.316023695|0.397999755|0.427019022|0.476535366,0.660812605|0.489040974|0.489684419|0.57166048|0.600679746|0.65019609,0.607151881|0.435380249|0.436023695|0.517999755|0.547019022|0.596535366,0|0|0|0|0|0,8.43696402e-18|0.00741417792|-0.0291210678|-0.13291938|-0.15838581|-0.156240126,0|0|0|0|0|0,1.94860752|1.26893518|1.23497371|1.45907964|1.54969028|1.74990134,optimal,0.17941799655015453,0.17441799891465448,0.0049999976355000475,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.015153020969592035,0.0026103260461241007,0.0016430179821327329,0.006446808925829828
1,0.1,-1.0623864100217362,0.17803111672401428,0.5709271430969238,0.4848842918872833,0.1640177071094513,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.7375361323356628,7.361045837402344,1.6822338104248047,0.0,0.0,0.5879867025387034,0.5709271430969238,0.017059559441779615,0.0,0.43601216860377523,0.0,0.3476140591783417,-0.3476140591783417,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.5291516579454765,0.5291516579454765,0,0,0,0,-1,nan,nan,,,160,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 144, 'obstacle_contact': 17, 'self_collision': 0}",0.0007387294376302141,161,161,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.3097385735670697,0,0,0,0,0.31538024944972776,0.0,filtered,linprog goal-velocity priority optimal,0.7375361140476272,0,0,12,joint_0_acceleration_lower|joint_1_acceleration_lower|joint_2_acceleration_lower,workspace_z_lower,,,0,0,0,optimal; continuity_tiebreak,0.35261405666088447,1,continuity_tiebreak,0.9999856948852539,0,goal_velocity_linprog,0.0,valid,0.3097385735670697,0.876624934785161,0|0.0895561147|0.106577422|0.211483042|0.237992881|0.218054236,0.486981359|0.315547217|0.309738574|0.372227743|0.396102389|0.445756612,0.660812605|0.489378464|0.48356982|0.546058989|0.569933636|0.619587858,0.606981359|0.435547217|0.429738574|0.492227743|0.516102389|0.565756612,0|0|0.15|0.15|0.15|0.15,0|0.0192902239|-0.0668653333|-0.249437795|-0.300689237|-0.30190241,0|0|0|0|0|0,1.94792544|1.28147909|1.17208896|1.23947318|1.28372032|1.48112404,optimal,0.35261405666088447,0.34761405917834176,0.004999997482542706,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.016239385004155338,0.0031290720216929913,0.0015871910145506263,0.006853503058664501
2,0.15000000000000002,-1.2393430638277096,0.2736267149448395,0.5456013679504395,0.4794103801250458,0.2518393397331238,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1027717590332031,7.30647087097168,3.330235481262207,0.0,0.0,0.570927132344572,0.5456013679504395,0.02532576439413259,0.0,0.6546925543405553,0.0,0.5162857302605875,-0.5162857302605875,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.5291516579454765,0.5291516579454765,0,0,0,0,-1,nan,nan,,,160,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 144, 'obstacle_contact': 17, 'self_collision': 0}",0.0007387294376302141,161,161,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30070934842660174,0,0,0,0,0.31538024944972776,0.0,filtered,linprog goal-velocity priority optimal,1.1027717764907723,0,0,12,joint_0_acceleration_lower|joint_1_acceleration_lower|joint_2_acceleration_lower,workspace_x_upper,,,0,0,0,optimal; continuity_tiebreak,0.5212857153215822,1,continuity_tiebreak,0.9999604821205139,0,goal_velocity_linprog,0.0,valid,0.30070934842660174,0.8832388288188439,2.16859389e-20|0.178153246|0.22480748|0.423124118|0.476835027|0.436559336,0.486650664|0.316307505|0.300709348|0.342405368|0.359263626|0.408268241,0.660812605|0.490469446|0.47487129|0.51656731|0.533425567|0.582430183,0.606650664|0.436307505|0.420709348|0.462405368|0.479263626|0.528268241,0|0|0.15|0.15|0.15|0.15,2.21016217e-20|0.0425358394|-0.114838642|-0.338026599|-0.417680901|-0.431725632,0|0|0|0|0|0,1.94660266|1.30776586|1.08799875|1.03159487|1.0193736|1.20134733,optimal,0.5212857153215822,0.5162857302605877,0.004999985060994527,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.016387959010899067,0.0029510121094062924,0.001918412046507001,0.0069446109700948
3,0.2,-1.2780659148680165,0.3165695071220398,0.5165173411369324,0.47248420119285583,0.28811120986938477,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3050814867019653,4.147338390350342,69.28669738769531,0.0,0.0,0.5456013430224921,0.5165173411369324,0.029084001885559707,0.0,0.7649365996148958,0.0,0.5925666448606947,-0.5925666448606947,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.5291516579454765,0.5291516579454765,0,0,0,0,-1,nan,nan,,,160,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 144, 'obstacle_contact': 17, 'self_collision': 0}",0.0007387294376302141,161,161,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.28861567528746035,0,0,0,0,0.31538024944972776,0.0,filtered,linprog goal-velocity priority optimal,1.3050815667365143,0,0,12,joint_0_velocity_lower|joint_1_velocity_lower|joint_2_velocity_lower,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.5975666552102192,1,continuity_tiebreak,0.9992803931236267,0,goal_velocity_linprog,0.0,valid,0.28861567528746035,0.8926557714825636,0|0.265183367|0.366225546|0.634649702|0.716707195|0.655461904,0.486179817|0.318347026|0.288615675|0.311366181|0.318721135|0.365431826,0.660812605|0.492979814|0.463248464|0.485998969|0.493353923|0.540064614,0.606179817|0.438347026|0.408615675|0.431366181|0.438721135|0.485431826,0|0|0.15|0.15|0.15|0.15,0|0.0731311468|-0.145106956|-0.33180985|-0.429532313|-0.471987388,0|0|0|0|0|0,1.94471927|1.34651925|1.00935575|0.913654873|0.845352226|0.989739914,optimal,0.5975666552102192,0.5925666448606948,0.005000010349524464,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.014979355037212372,0.0030429960461333394,0.0012301250826567411,0.005832745926454663
4,0.25,-1.215944860428831,0.31103280186653137,0.4884073734283447,0.46541646122932434,0.2836619019508362,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.360007643699646,2.6637320518493652,69.7048110961914,0.0,0.0,0.5165173612020729,0.4884073734283447,0.028109987773728196,0.0,0.7662194824211906,0.0,0.5773614986326576,-0.5773614986326576,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.5291516579454765,0.5291516579454765,0,0,0,0,-1,nan,nan,,,160,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 144, 'obstacle_contact': 17, 'self_collision': 0}",0.0007387294376302141,161,161,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.2782633286078043,0,0,0,0,0.31538024944972776,0.0,filtered,linprog goal-velocity priority optimal,1.36000760656707,0,0,12,joint_0_velocity_lower|joint_1_velocity_lower|joint_2_velocity_lower,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.5823615062841792,1,continuity_tiebreak,0.9958528280258179,0,goal_velocity_linprog,0.0,valid,0.2782633286078043,0.9028687542877692,0|0.306784041|0.46948093|0.739635905|0.83724616|0.765216028,0.485669168|0.32215543|0.278263329|0.28957715|0.289110875|0.331341381,0.660812605|0.497298868|0.453406766|0.464720587|0.464254313|0.506484818,0.605669168|0.44215543|0.398263329|0.40957715|0.409110875|0.451341381,0|0|0.15|0.15|0.15|0.15,0|0.10002416|-0.139788215|-0.318727824|-0.368281044|-0.444132909,0|0|0|0|0|0,1.94267667|1.38864588|0.9732651|0.839580775|0.788162457|0.881232614,optimal,0.5823615062841792,0.5773614986326577,0.005000007651521421,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.014941420988179743,0.0030654820147901773,0.0013344819890335202,0.0058652719017118216
5,0.30000000000000004,-1.1820792295186495,0.30724185705184937,0.46207600831985474,0.45875534415245056,0.2788267433643341,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.376030445098877,0.6920862197875977,39.43291473388672,0.0,0.0,0.48840738314812954,0.46207600831985474,0.0263313748282748,0.0,0.7663031853860935,0.0,0.5473114898702359,-0.5473114898702359,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.5291516579454765,0.5291516579454765,0,0,0,0,-1,nan,nan,,,160,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 144, 'obstacle_contact': 17, 'self_collision': 0}",0.0007387294376302141,161,161,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.27192610600982264,0,0,0,0,0.31538024944972776,0.0,filtered,linprog goal-velocity priority optimal,1.376030516244465,0,0,12,joint_0_velocity_lower|joint_1_velocity_lower|joint_2_velocity_lower,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.5523115001850633,1,continuity_tiebreak,0.9997486472129822,0,goal_velocity_linprog,0.0,valid,0.27192610600982264,0.9122872850144349,5.82906435e-17|0.304476642|0.511780486|0.741396302|0.837536248|0.766024431,0.485198241|0.327333567|0.271992698|0.274783127|0.271926106|0.308160928,0.660812605|0.502947932|0.447607062|0.450397491|0.44754047|0.483775292,0.605198241|0.447333567|0.391992698|0.394783127|0.391926106|0.428160928,0|0|0.15|0.15|0.15|0.15,3.45080225e-17|0.125654622|-0.120484519|-0.31987232|-0.314008113|-0.413200733,0|0|0|0|0|0,1.94079296|1.43498889|0.967486274|0.779260186|0.773696311|0.819442979,optimal,0.5523115001850633,0.5473114898702359,0.00500001031482733,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.015025581000372767,0.0025125410174950957,0.0012603820068761706,0.006748915067873895
6,0.35000000000000003,-1.1531045557637976,0.2997603118419647,0.4381890594959259,0.45311787724494934,0.2684049904346466,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3832206726074219,0.3013885021209717,7.8139543533325195,0.0,0.0,0.4620759945557861,0.4381890594959259,0.02388693505986017,0.0,0.7657478190448221,0.0,0.5048171766534288,-0.5048171766534288,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.5291516579454765,0.5291516579454765,0,0,0,0,-1,nan,nan,,,160,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 144, 'obstacle_contact': 17, 'self_collision': 0}",0.0007387294376302141,161,161,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.2587364882231208,0,0,0,0,0.31538024944972776,0.0,filtered,linprog goal-velocity priority optimal,1.383220720343913,0,0,12,joint_0_velocity_lower|joint_1_velocity_lower|joint_2_velocity_lower,workspace_z_upper,,,0,0,0,optimal; continuity_tiebreak,0.5098171860906029,1,continuity_tiebreak,0.9999539852142334,0,goal_velocity_linprog,0.0,valid,0.2587364882231208,0.9209445668889781,0|0.30247603|0.552183647|0.784112221|0.83707941|0.765644348,0.484765377|0.33379451|0.26803744|0.259202358|0.258736488|0.288735086,0.660812605|0.509841739|0.444084669|0.435249587|0.434783717|0.464782314,0.604765377|0.45379451|0.38803744|0.379202358|0.378736488|0.408735086,0|0|0.15|0.15|0.15|0.15,0|0.149776629|-0.087662727|-0.25967938|-0.248354919|-0.370321915,0|0|0|0|0|0,1.93906151|1.48495467|0.984487034|0.777130053|0.786591034|0.784618429,optimal,0.5098171860906029,0.5048171766534288,0.005000009437174047,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.015646212035790086,0.002784362994134426,0.001640627975575626,0.006226001074537635
7,0.4,-1.1135512715434837,0.2846261262893677,0.41744059324264526,0.44818902015686035,0.2515369653701782,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3890879154205322,0.24209856986999512,1.1857986450195312,0.0,0.0,0.43818905761332677,0.41744059324264526,0.020748464370681508,0.0,0.7647432278710463,0.0,0.4491368075251392,-0.4491368075251392,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.5291516579454765,0.5291516579454765,0,0,0,0,-1,nan,nan,,,160,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 144, 'obstacle_contact': 17, 'self_collision': 0}",0.0007387294376302141,161,161,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.24829581025120917,0,0,0,0,0.31538024944972776,0.0,filtered,linprog goal-velocity priority optimal,1.389087886940753,0,0,12,joint_0_velocity_lower|joint_1_velocity_lower|joint_2_velocity_lower,workspace_z_upper,,,0,0,0,optimal; continuity_tiebreak,0.4541368142706226,1,continuity_tiebreak,0.9999708533287048,0,goal_velocity_linprog,0.0,valid,0.24829581025120917,0.9288834751625007,3.95376086e-17|0.300798344|0.589270418|0.829713313|0.835943317|0.764655233,0.484368432|0.34145626|0.267077897|0.24829581|0.250050185|0.272834768,0.660812605|0.517900433|0.443522071|0.424739984|0.426494359|0.449278942,0.604368432|0.46145626|0.387077897|0.36829581|0.370050185|0.392834768,0|0|0.15|0.15|0.15|0.15,2.88746799e-17|0.172221153|-0.0416208652|-0.173738047|-0.172365036|-0.316782071,0|0|0|0|0|0,1.93747373|1.53804619|1.02669072|0.819445194|0.827835705|0.774557002,optimal,0.4541368142706226,0.44913680752513924,0.005000006745483343,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.015244891052134335,0.002758422982878983,0.0018216419266536832,0.006331946002319455
8,0.45,-1.1013233959277797,0.2761496305465698,0.3994414210319519,0.43550610542297363,0.23918652534484863,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3044277429580688,4.003842830657959,80.01111602783203,0.0,0.0,0.417440586217319,0.3994414210319519,0.017999165185367094,0.0,0.6675551812716536,0.0,0.38918470504820274,-0.38918470504820274,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.5291516579454765,0.5291516579454765,0,0,0,0,-1,nan,nan,,,160,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 144, 'obstacle_contact': 17, 'self_collision': 0}",0.0007387294376302141,161,161,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.24426222494943572,0,0,0,0,0.31538024944972776,0.0,filtered,linprog goal-velocity priority optimal,1.304427708624217,0,0,12,joint_0_velocity_lower|joint_2_velocity_lower|joint_1_acceleration_upper,workspace_z_upper,,,0,0,0,optimal; continuity_tiebreak,0.39418471192946725,1,continuity_tiebreak,0.990918755531311,0,goal_velocity_linprog,0.0,valid,0.24426222494943572,0.9361557720544165,1.21438727e-18|0.299457262|0.622020016|0.834206957|0.834206957|0.763277369,0.484004817|0.350228994|0.269191577|0.244262225|0.246262225|0.260788977,0.660812605|0.527036783|0.445999365|0.421070014|0.423070014|0.437596766,0.604004817|0.470228994|0.389191577|0.364262225|0.366262225|0.380788977,0|0|0.107638467|0.15|0.15|0.15,-6.77733285e-19|0.131152976|-0.0584018414|-0.131133292|-0.131133292|-0.279776683,0|0|0|0|0|0,1.93601927|1.53206895|1.01836447|0.845915608|0.853915608|0.763379227,optimal,0.39418471192946725,0.38918470504820263,0.005000006881264618,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.015556341037154198,0.002653733012266457,0.0014014249900355935,0.0067347579170018435
9,0.5,-1.1433387776956103,0.28760671615600586,0.38263553380966187,0.42335110902786255,0.24319259822368622,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1680854558944702,5.097038269042969,62.982933044433594,0.0,0.0,0.39944141360201024,0.38263553380966187,0.016805879792348377,0.0,0.5301169909799082,0.0,0.3560676347383054,-0.3560676347383054,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.5291516579454765,0.5291516579454765,0,0,0,0,-1,nan,nan,,,160,0,0,0,0,1,0,96,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 144, 'obstacle_contact': 17, 'self_collision': 0}",0.0007387294376302141,161,161,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.2346287085857427,0,0,0,0,0.31538024944972776,0.0,filtered,linprog goal-velocity priority optimal,1.1680855432929702,0,0,12,joint_0_velocity_lower|joint_4_velocity_lower|joint_1_acceleration_upper,workspace_z_upper,,,0,0,0,optimal; continuity_tiebreak,0.36106764309123474,1,continuity_tiebreak,0.9847868084907532,0,goal_velocity_linprog,0.0,valid,0.2346287085857427,0.9435213459284769,1.2144095e-18|0.214170189|0.540877617|0.714988354|0.714988354|0.665337218,0.483636538|0.356882719|0.263466561|0.234628709|0.236628709|0.245421269,0.660812605|0.534058787|0.440642628|0.411804776|0.413804776|0.422597336,0.603636538|0.476882719|0.383466561|0.354628709|0.356628709|0.365421269,0|0|0.141384069|0.15|0.15|0.15,-6.49520301e-19|0.079749567|-0.0888850405|-0.166239881|-0.166239881|-0.294950068,0|0|0|0|0|0,1.93454615|1.50728044|0.964981203|0.772274954|0.780274954|0.686735007,optimal,0.36106764309123474,0.3560676347383054,0.005000008352929353,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.015986457001417875,0.002996387076564133,0.0014116810634732246,0.00687329494394362
