step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s
0,0.05,-0.46317064122896007,0.30736613273620605,0.3639163076877594,0.42356282472610474,0.2916339039802551,0.35,5,0,0,0,0.40923792123794556,8.184758186340332,163.69515991210938,0.48590582609176636,1.0,0.28059331109311925,0,0,0,0,0.28059331109311925,0.0,filtered,0.07909911169255376,0,0,12,joint_3_acceleration_lower|joint_5_acceleration_lower|joint_0_acceleration_upper|joint_2_acceleration_upper,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.28059331109311925,0.645194598|0.660194598|0.488443995|0.293355077|0.295355077|0.280593311,0.765194598|0.780194598|0.608443995|0.413355077|0.415355077|0.400593311,0.765194598|0.780194598|0.608443995|0.413355077|0.415355077|0.400593311,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0405629584|-0.122535635|-0.122535635|-0.107587377,-0.233278073|0|-0.282337356|-0.291688256|-0.291688256|-0.280859451,2.34750032|2.64077839|1.63087566|0.759196417|0.767196417|0.733926417,0.662748098|0.587556243|0.420396358,-0.0938783512|-0.284556717|0.0108586634,0.003396427258849144
1,0.1,-0.4088757428974254,0.3712018132209778,0.3519645035266876,0.40158408880233765,0.3518993556499481,0.35,5,0,0,0,0.7494977116584778,7.10519552230835,64.0294189453125,0.7494962811470032,1.0,0.2614652184171914,0,0,0,0,0.28059331109311925,0.0,filtered,1.7934026487006753e-06,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2614652184171914,0.633579801|0.648579801|0.47238017|0.272868619|0.274868619|0.261465218,0.753579801|0.768579801|0.59238017|0.392868619|0.394868619|0.381465218,0.753579801|0.768579801|0.59238017|0.392868619|0.394868619|0.381465218,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0946702281|-0.208074116|-0.208074116|-0.156483246,-0.231290783|0|-0.281541723|-0.291247583|-0.291247583|-0.278950993,2.30302842|2.5943192|1.51330873|0.592152776|0.600152776|0.610426634,0.658053875|0.573328376|0.420939237,-0.0938783512|-0.284556717|0.0108586634,0.00339696928858757
2,0.15000000000000002,-0.38096731893335184,0.38942450284957886,0.3386017978191376,0.38173845410346985,0.3658672869205475,0.35,5,0,0,0,0.9759805798530579,5.262284755706787,69.1164779663086,0.9759805798530579,1.0,0.23998785065875994,0,0,0,0,0.28059331109311925,0.0,passthrough,6.620088435331481e-12,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.23998785065875994,0.622066308|0.637066307|0.453656515|0.248067642|0.250067642|0.239987851,0.742066308|0.757066307|0.573656515|0.368067642|0.370067642|0.359987851,0.742066308|0.757066307|0.573656515|0.368067642|0.370067642|0.359987851,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.132618616|-0.206411163|-0.206411163|-0.116671479,-0.229225265|0|-0.280904942|-0.29038492|-0.29038492|-0.275232948,2.25903997|2.54826523|1.4011025|0.495474486|0.503474486|0.568046975,0.653359652|0.559100509|0.421482116,-0.0938783512|-0.284556717|0.0108586634,0.003442450426518917
3,0.2,-0.3697472488158116,0.436292439699173,0.32320520281791687,0.36023762822151184,0.40713024139404297,0.35,3,0,0,0,1.1373704671859741,4.0869460105896,87.47968292236328,1.1627789735794067,1.0,0.22098812843556925,0,0,0,0,0.28059331109311925,0.0,filtered,0.05030576724431738,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,2.5653185953267155e-07,valid,0.22098812843556925,0.610658117|0.625658117|0.433044127|0.223600025|0.225600025|0.220988128,0.730658117|0.745658117|0.553044127|0.343600025|0.345600025|0.340988128,0.730658117|0.745658117|0.553044127|0.343600025|0.345600025|0.340988128,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.15463186|-0.250744827|-0.250744827|-0.155567792,-0.227078114|0|-0.280607078|-0.288541581|-0.288541581|-0.268991533,2.21555435|2.50263247|1.29693757|0.355113692|0.363113692|0.459393188,0.648665428|0.544872642|0.422024995,-0.0938783512|-0.284556717|0.0108586634,0.0032828692346811295
4,0.25,-0.4004952346699526,0.4770761728286743,0.3083331882953644,0.3328397572040558,0.440832257270813,0.35,3,0,0,0,1.166530966758728,3.1250810623168945,68.6286392211914,1.2254074811935425,1.0,0.19716440109300387,0,0,0,0,0.28059331109311925,0.0,filtered,0.13713079362958555,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,9.031106539825196e-07,valid,0.19716440109300387,0.599359396|0.61435939|0.411220137|0.197164401|0.199164401|0.200702797,0.719359396|0.73435939|0.531220137|0.317164401|0.319164401|0.320702797,0.719359396|0.73435939|0.531220137|0.317164401|0.319164401|0.320702797,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.142230533|-0.263949029|-0.263949029|-0.185114597,-0.224845798|0|-0.280198758|-0.285862919|-0.285862919|-0.26070229,2.17259178|2.45743756|1.22245126|0.238845656|0.246845656|0.356994302,0.643971205|0.530644774|0.422567874,-0.0938783512|-0.284556717|0.0108586634,0.0032881004735827446
5,0.30000000000000004,-0.45772347883440667,0.5040793418884277,0.2959689795970917,0.30688485503196716,0.4596237242221832,0.35,3,0,0,0,1.0923787355422974,3.1695735454559326,67.61111450195312,1.1623971462249756,1.0,0.17016011658778885,0,0,0,0,0.28059331109311925,0.0,filtered,0.17746517920211372,0,1,12,workspace_z_lower,workspace_z_lower,2,0,0,inaccurate_solution,,0.0,valid,0.17016011658778885,0.588174494|0.603174494|0.390053723|0.170160117|0.172160117|0.179334956,0.708174494|0.723174494|0.510053723|0.290160117|0.292160117|0.299334956,0.708174494|0.723174494|0.510053723|0.290160117|0.292160117|0.299334956,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.120602408|-0.236339994|-0.236339994|-0.169184887,-0.222524657|0|-0.279395651|-0.282874996|-0.282874996|-0.251540838,2.13017332|2.41269798|1.16021683|0.161425476|0.169425476|0.296614098,0.639276981|0.516416907|0.423110753,-0.0938783512|-0.284556717|0.0108586634,0.002174905501306057
6,0.35000000000000003,-0.5271263213334061,0.5345585346221924,0.2863938510417938,0.282478392124176,0.48078587651252747,0.35,3,0,0,0,1.0001541376113892,2.9617981910705566,45.10494613647461,1.0813738107681274,1.0,0.14463687274085107,0,0,0,0,0.28059331109311925,0.0,filtered,0.21497823761856946,0,1,12,workspace_z_lower,workspace_z_lower,2,0,0,inaccurate_solution,,0.0,valid,0.14463687274085107,0.577107948|0.592107948|0.370069665|0.144636873|0.146636873|0.159133365,0.697107948|0.712107948|0.490069665|0.264636873|0.266636873|0.279133365,0.697107948|0.712107948|0.490069665|0.264636873|0.266636873|0.279133365,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0975230053|-0.207367363|-0.207367363|-0.143182919,-0.220110909|0|-0.278305955|-0.279564233|-0.279564233|-0.241771526,2.08832088|2.36843179|1.1044497|0.0916158956|0.0996158956|0.251579015,0.634582758|0.50218904|0.423653632,-0.0938783512|-0.284556717|0.0108586634,0.0030483463779091835
7,0.4,-0.605002261058939,0.5411919355392456,0.28107592463493347,0.26212823390960693,0.47837892174720764,0.35,3,0,0,0,0.8948235511779785,3.905956983566284,57.37541580200195,0.9856678247451782,1.0,0.12069525539931952,0,0,0,0,0.28059331109311925,0.0,filtered,0.24321691899317188,0,1,12,workspace_z_lower,workspace_z_lower,0,0,1,solved,osqp,5.767380434340552e-09,valid,0.12069525539931952,0.566164484|0.581164484|0.351325615|0.120695255|0.122695255|0.140662883,0.686164484|0.701164484|0.471325615|0.240695255|0.242695255|0.260662883,0.686164484|0.701164484|0.471325615|0.240695255|0.242695255|0.260662883,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0612019358|-0.127035195|-0.127035195|-0.0680602728,-0.217600647|0|-0.27694487|-0.275958546|-0.275958546|-0.231488047,2.04705729|2.32465794|1.06715565|0.0797872803|0.0877872803|0.263103212,0.629888535|0.487961173|0.424196512,-0.0938783512|-0.284556717|0.0108586634,0.0024693021550774574
8,0.45,-0.6499353793538604,0.5173206329345703,0.2796350419521332,0.2475530356168747,0.44746389985084534,0.35,3,0,0,0,0.9017201066017151,4.646634578704834,87.91816711425781,0.9899927973747253,1.0,0.10084320765302413,0,0,0,0,0.28059331109311925,0.0,filtered,0.2720267822681067,0,1,12,workspace_z_lower,workspace_z_lower,0,0,1,solved,osqp,4.044673040937141e-09,valid,0.10084320765302413,0.555349028|0.570349028|0.334460556|0.100843208|0.102843208|0.126261789,0.675349028|0.690349028|0.454460556|0.220843208|0.222843208|0.246261789,0.675349028|0.690349028|0.454460556|0.220843208|0.222843208|0.246261789,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0188959064|-0.00978115005|-0.00978115005|0.0224536359,-0.214989849|0|-0.275482237|-0.272073702|-0.272073702|-0.221277174,2.00640626|2.28139611|1.04346408|0.121517979|0.129517979|0.30622362,0.625194311|0.473733306|0.424739391,-0.0938783512|-0.284556717|0.0108586634,0.0021107112988829613
9,0.5,-0.6546370657501075,0.4607069492340088,0.2814595699310303,0.23874597251415253,0.3866922855377197,0.35,3,0,0,0,0.9871025681495667,5.147459030151367,36.973777770996094,1.061505913734436,1.0,0.08679527002628662,0,0,0,0,0.28059331109311925,0.0,filtered,0.26500312774258455,0,1,12,workspace_z_lower|joint_0_acceleration_lower,workspace_z_lower,0,0,1,solved,osqp,5.182936385628167e-09,valid,0.08679527002628662,0.54466671|0.55966671|0.319722613|0.08679527|0.08879527|0.116525572,0.66466671|0.67966671|0.439722613|0.20679527|0.20879527|0.236525572,0.66466671|0.67966671|0.439722613|0.20679527|0.20879527|0.236525572,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0185641957|0.103112694|0.103112694|0.100623445,-0.212274378|0|-0.274117505|-0.267972269|-0.267972269|-0.212666356,1.96639246|2.23866684|1.02333714|0.182321506|0.190321506|0.354059378,0.620500088|0.459505439|0.42528227,-0.0938783512|-0.284556717|0.0108586634,0.0022419635206460953
