step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s
0,0.05,-0.25819101445693726,0.1302996724843979,0.3352767527103424,0.46085235476493835,0.12261325120925903,0.35,2,0,0,0,0.3644676208496094,7.289351940155029,145.78704833984375,0.4240553677082062,1.0,0.32037724838517484,0,0,0,0,0.32037724838517484,0.0,filtered,0.06380689551227707,0,0,12,joint_2_acceleration_lower,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.32037724838517484,0.33944878|0.35444878|0.32141295|0.327006314|0.362620661|0.320377248,0.45944878|0.47444878|0.44141295|0.447006314|0.482620661|0.440377248,0.45944878|0.47444878|0.44141295|0.447006314|0.482620661|0.440377248,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.015333575|0.0474631956|0.0604103076|0.0562816234,-0.147891306|0|-0.187001736|-0.220358184|-0.213370488|-0.212762412,1.20990381|1.41779512|1.11398364|1.13513027|1.29752246|1.1250282,0.295033753|0.527707577|0.256003708,0.0289489385|-0.219342247|0.0595772862,0.0022040028125047684
1,0.1,-0.12004402923647177,0.15526588261127472,0.32161372900009155,0.4523511230945587,0.14588934183120728,0.35,2,0,0,0,0.6113318800926208,6.198218822479248,115.9559555053711,0.611331582069397,1.0,0.31261931977161544,0,0,0,0,0.32037724838517484,0.0,filtered,5.735624253474728e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.31261931977161544,0.332118398|0.347118398|0.312811457|0.318318348|0.354982123|0.31261932,0.452118398|0.467118398|0.432811457|0.438318348|0.474982123|0.43261932,0.452118398|0.467118398|0.432811457|0.438318348|0.474982123|0.43261932,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0206388287|0.0349348394|0.0284660644|0.00278058465,-0.145310893|0|-0.185279236|-0.219293437|-0.212401506|-0.212110086,1.1831627|1.38847359|1.08660542|1.0889148|1.23599305|1.04114778,0.296481073|0.516740561|0.258982748,0.0289489385|-0.219342247|0.0595772862,0.0025889091193675995
2,0.15000000000000002,-0.038036949430808126,0.20398050546646118,0.3020089864730835,0.44080501794815063,0.19358637928962708,0.35,5,0,0,0,0.8014084696769714,6.725290775299072,117.60376739501953,0.8014079332351685,1.0,0.30234799204002194,0,0,0,0,0.32037724838517484,0.0,filtered,8.728417021617373e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.30234799204002194,0.324919422|0.339919422|0.304639478|0.309226294|0.345976787|0.302347992,0.444919422|0.459919422|0.424639478|0.429226294|0.465976787|0.422347992,0.444919422|0.459919422|0.424639478|0.429226294|0.465976787|0.422347992,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0225892788|0.00365064566|-0.0318580338|-0.0605475581,-0.142634558|0|-0.182925361|-0.217440424|-0.210607211|-0.211133962,1.15704313|1.35967769|1.05822183|1.0231154|1.1414419|0.937710448,0.297928393|0.505773544|0.261961788,0.0289489385|-0.219342247|0.0595772862,0.002100493758916855
3,0.2,0.06108436612832002,0.19103829562664032,0.2791883647441864,0.42861872911453247,0.17968039214611053,0.35,5,0,0,0,0.9449373483657837,5.249993324279785,97.57686614990234,0.944936990737915,1.0,0.2892109180720628,0,0,0,0,0.32037724838517484,0.0,filtered,8.39297372062472e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2892109180720628,0.317856722|0.332856684|0.296812001|0.298930813|0.334367445|0.289210918,0.437856722|0.452856684|0.416812001|0.418930813|0.454367445|0.409210918,0.437856722|0.452856684|0.416812001|0.418930813|0.454367445|0.409210918,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0307487253|0.0199905397|-0.0141922691|-0.0405171777,-0.139859389|0|-0.180028458|-0.214855699|-0.207840814|-0.20945257,1.1315675|1.33142674|1.03796827|1.00085809|1.1154367|0.906873924,0.299375713|0.494806528|0.264940828,0.0289489385|-0.219342247|0.0595772862,0.002728099003434181
4,0.25,0.12752310652143867,0.17051273584365845,0.2552535831928253,0.4179766774177551,0.15832825005054474,0.35,5,0,0,0,1.029205560684204,4.981407642364502,59.19268798828125,1.0291950702667236,1.0,0.27738062967845445,0,0,0,0,0.32037724838517484,0.0,filtered,8.290978229144603e-05,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.27738062967845445,0.31093531|0.325935304|0.289589971|0.289768711|0.324013024|0.27738063,0.43093531|0.445935304|0.409589971|0.409768711|0.444013024|0.39738063,0.43093531|0.445935304|0.409589971|0.409768711|0.444013024|0.39738063,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0398834563|0.0442439501|0.0151476327|-0.0146202221,-0.136982525|0|-0.176612262|-0.211286327|-0.203972997|-0.206904629,1.10675871|1.30374122|1.02163108|0.992032469|1.10722673|0.887997668,0.300823033|0.483839512|0.267919868,0.0289489385|-0.219342247|0.0595772862,0.0025735506787896156
5,0.30000000000000004,0.1583252072479382,0.14407117664813995,0.2323731929063797,0.40908563137054443,0.13127422332763672,0.35,5,0,0,0,1.0715303421020508,3.8158087730407715,51.44302749633789,1.0715303421020508,1.0,0.2672419560373339,0,0,0,0,0.32037724838517484,0.0,passthrough,1.2336203357616647e-09,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2672419560373339,0.304160341|0.319160341|0.28304823|0.282212608|0.315580416|0.267241956,0.424160341|0.439160341|0.40304823|0.402212608|0.435580416|0.387241956,0.424160341|0.439160341|0.40304823|0.402212608|0.435580416|0.387241956,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0495502143|0.0753451846|0.0541602242|0.015363072,-0.134001188|0|-0.172712443|-0.20667728|-0.198937124|-0.20331222,1.08264018|1.27664136|1.00903069|0.997518336|1.11754476|0.881018676,0.302270353|0.472872496|0.270898908,0.0289489385|-0.219342247|0.0595772862,0.0022155018523335457
6,0.35000000000000003,0.12253647760120934,0.11434778571128845,0.21406647562980652,0.4032147526741028,0.10760260373353958,0.35,5,0,0,0,1.072689414024353,3.1428263187408447,38.43576431274414,1.072689414024353,1.0,0.25902355551264833,0,0,0,0,0.32037724838517484,0.0,filtered,8.908976519025539e-08,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.25902355551264833,0.297537107|0.312537102|0.277203731|0.276598158|0.30955224|0.259023556,0.417537107|0.432537102|0.397203731|0.396598158|0.42955224|0.379023556,0.417537107|0.432537102|0.397203731|0.396598158|0.42955224|0.379023556,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.059833852|0.120211964|0.114115445|0.071621777,-0.130912698|0|-0.168391865|-0.201059739|-0.192757774|-0.198522555,1.05923573|1.25014841|1.00025691|1.02554486|1.15956663|0.909193444,0.303717673|0.461905479|0.273877949,0.0289489385|-0.219342247|0.0595772862,0.0031682858243584633
7,0.4,0.03848176035700204,0.11588221788406372,0.20092152059078217,0.39811068773269653,0.10892872512340546,0.35,5,0,0,0,1.0334991216659546,3.8811049461364746,69.65792083740234,1.0334991216659546,1.0,0.25397794029284776,0,0,0,0,0.32037724838517484,0.0,passthrough,9.865494104338214e-10,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.25397794029284776,0.291071028|0.306071028|0.272074021|0.273546768|0.306888228|0.25397794,0.411071028|0.426071028|0.392074021|0.393546768|0.426888228|0.37397794,0.411071028|0.426071028|0.392074021|0.393546768|0.426888228|0.37397794,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0636120168|0.140360851|0.140867316|0.0821982046,-0.12771451|0|-0.163704749|-0.194615027|-0.185716642|-0.192663891,1.0365696|1.22428411|0.98820335|1.0399329|1.18270358|0.905446075,0.305164993|0.450938463|0.276856989,0.0289489385|-0.219342247|0.0595772862,0.003340264782309532
8,0.45,-0.08348424618305134,0.11735252290964127,0.19473282992839813,0.39401960372924805,0.11020438373088837,0.35,5,0,0,0,0.9302402138710022,4.106586456298828,73.08682250976562,0.9302402138710022,1.0,0.24986539135441527,0,0,0,0,0.32037724838517484,0.0,filtered,1.80962971789195e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.24986539135441527,0.284767651|0.299767651|0.267356848|0.271852789|0.305971737|0.249865391,0.404767651|0.419767651|0.387356848|0.391852789|0.425971737|0.369865391,0.404767651|0.419767651|0.387356848|0.391852789|0.425971737|0.369865391,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0575474297|0.146947888|0.159857702|0.0997257234,-0.124404241|0|-0.158864121|-0.187612891|-0.177903123|-0.185638623,1.01466636|1.1990706|0.968110701|1.04674615|1.20584153|0.913548666,0.306612313|0.439971447|0.279836029,0.0289489385|-0.219342247|0.0595772862,0.003085210919380188
9,0.5,-0.17708674979919936,0.12225128710269928,0.19346056878566742,0.39008772373199463,0.11196446418762207,0.35,5,0,0,0,0.7928230166435242,5.368593692779541,46.89109420776367,0.7927332520484924,1.0,0.24683950640634522,0,0,0,0,0.32037724838517484,0.0,filtered,0.00022820125197058527,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.24683950640634522,0.278632635|0.293632633|0.262544178|0.270695822|0.306231715|0.246839506,0.398632635|0.413632633|0.382544178|0.390695822|0.426231715|0.366839506,0.398632635|0.413632633|0.382544178|0.390695822|0.426231715|0.366839506,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0379950765|0.121993397|0.148246096|0.0993676177,-0.120979705|0|-0.154245708|-0.180769967|-0.17005506|-0.178107729,0.993550835|1.17453053|0.93392608|1.02400672|1.2031179|0.908617914,0.308059633|0.429004431|0.282815069,0.0289489385|-0.219342247|0.0595772862,0.003369055688381195
