step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_goal_region_attempted,hierarchical_ik_goal_region_candidate_count,hierarchical_ik_goal_region_sample_count,hierarchical_ik_obstacle_aware_attempted,hierarchical_ik_obstacle_aware_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-1.1017836797172051,0.26654401421546936,0.2682282328605652,0.31674903631210327,0.18563169240951538,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.32877209782600403,6.575441837310791,131.5088348388672,1.6305984258651733,1.6305984258651733,0.2744842762260626,0.2682282328605652,0.006256043365497399,0.3605563401573949,0.14801984156844966,0.3485892665658139,0.12608873682382962,0.22250052974198428,0.34858926587306216,0,0,disabled,0.0,1,TRACK,direct_path,0,0.324611779069528,0.324611779069528,1,1,1,1,0,1.763404986879902,0.14668971300125122,0.053762210927332514,0.14668971300125122,64,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 65, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,65,65,nan,nan,0.0,not_enabled,0,0,1,0,0,0,1,2,1.0,0.6701362618420967,1.6305984258651733,0.0,1.0,0.1472218018947355,0,0,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,1.4346889306039976,0,0,12,joint_0_acceleration_upper|joint_4_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.131088734772297,1,continuity_tiebreak,0.0,0,goal_velocity_linprog,0.0,valid,0.1472218018947355,0.9074086755210774,0|0|0|0|0|0,0.402725644|0.344481291|0.184581832|0.191377068|0.147221802|0.150221802,0.578096078|0.519851725|0.359952266|0.366747502|0.322592236|0.325592236,0.522725644|0.464481291|0.304581832|0.311377068|0.267221802|0.270221802,0|0|0|0|0|0,0|-0.040007795|-0.10978711|-0.110535214|-0.117189604|-0.117189604,0|0|0|0|0|0,1.61090258|1.33791737|0.628540219|0.65497306|0.471697604|0.483697604,optimal,0.131088734772297,0.12608873682382962,0.004999997948467366,0.432759643|0.53099674|0.320739418,0|-0|0,0.5001132149482146,0.004297571023926139,0.0022491730051115155,0.4863702040165663
1,0.1,-1.6190024291204845,0.4269229769706726,0.25577548146247864,0.30504223704338074,0.30833035707473755,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.6683170199394226,6.795477867126465,8.267173767089844,1.5381057262420654,1.5381057262420654,0.2682282234124622,0.25577548146247864,0.012452741949983581,0.2879381727951193,0.30398738549485527,0.2767009428304883,0.25185910935645195,0.024841833474036346,0.27670093308394156,0,0,disabled,0.0,1,TRACK,direct_path,0,0.324611779069528,0.324611779069528,1,1,1,1,0,1.763404986879902,0.14668971300125122,0.053762210927332514,0.14668971300125122,64,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 65, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,65,65,nan,nan,0.8798542350136093,filtered,0,0,1,0,0,0,1,2,1.0,0.5248562271423346,1.5381057262420654,0.0,1.0,0.12397699634277354,0,0,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,1.2567582159391055,0,0,12,joint_0_acceleration_upper|joint_4_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.25685910782969673,1,continuity_tiebreak,0.9996460676193237,0,goal_velocity_linprog,0.0,valid,0.12397699634277354,0.9077283419005301,0|0.0559064738|0.135400608|0.138113301|0.14839578|0.14839578,0.40270966|0.336304795|0.162647722|0.169142246|0.123976996|0.126976986,0.578096078|0.511691212|0.338034139|0.344528663|0.299363413|0.302363403,0.52270966|0.456304795|0.282647722|0.289142246|0.243976996|0.246976986,0|0.15|0.15|0.15|0.15|0.15,0|-0.0852111566|-0.218811144|-0.218993935|-0.227812238|-0.227812238,0|0|0|0|0|0,1.61083864|1.26000802|0.431779745|0.457575047|0.268095747|0.280095706,optimal,0.25685910782969673,0.25185910935645195,0.004999998473244782,0.432759643|0.53099674|0.320739418,0|-0|0,0.014703260967507958,0.0025967779802158475,0.0013828440569341183,0.006614916026592255
2,0.15000000000000002,-2.077869545718965,0.5738469958305359,0.23712830245494843,0.28793764114379883,0.40214547514915466,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0250736474990845,7.530684471130371,59.21562957763672,1.3423265218734741,1.3423265218734741,0.255775505448106,0.23712830245494843,0.018647202993157586,0.1948539699503459,0.43577613868240045,0.19060480535669413,0.3758491882529761,-0.18524438289628195,0.1906048232308696,0,0,disabled,0.0,1,TRACK,direct_path,0,0.324611779069528,0.324611779069528,1,1,1,1,0,1.763404986879902,0.14668971300125122,0.053762210927332514,0.14668971300125122,64,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 65, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,65,65,nan,nan,0.8170818133611956,filtered,0,0,1,0,0,0,1,2,1.0,0.34699304565044714,1.3423265218734741,0.0,1.0,0.09551888730407154,0,0,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,1.1091500724311323,0,0,12,joint_0_acceleration_upper|joint_1_acceleration_upper|joint_4_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.3808491781995242,1,continuity_tiebreak,0.9894152879714966,0,goal_velocity_linprog,0.0,valid,0.09551888730407154,0.9083749164667589,0|0.122028545|0.282123865|0.288122705|0.305710003|0.305710003,0.402677332|0.324476734|0.134638965|0.140540376|0.0955188873|0.0985188873,0.578096078|0.49989548|0.310057711|0.315959122|0.270937633|0.273937633,0.522677332|0.444476734|0.254638965|0.260540376|0.215518887|0.218518887,0|0.15|0.15|0.15|0.15|0.15,0|-0.138282557|-0.308384694|-0.308390683|-0.31926917|-0.31926917,0|0|0|0|0|0,1.61070933|1.15962438|0.230171165|0.25377082|0.0628063797|0.0748063797,optimal,0.3808491781995242,0.37584918825297614,0.004999989946548045,0.432759643|0.53099674|0.320739418,0|-0|0,0.015107635990716517,0.0026117160450667143,0.0011968740727752447,0.0070725129917263985
3,0.2,-2.0538552309825073,0.5692805051803589,0.219196155667305,0.27322766184806824,0.39730072021484375,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.139893651008606,5.846317768096924,143.80897521972656,1.1885406970977783,1.1885406970977783,0.23712830021770775,0.219196155667305,0.017932144550402762,0.15255600664813457,0.4425613163501462,0.14877228988215044,0.3620961186009737,-0.21332382871882324,0.14877228847852458,0,0,disabled,0.0,1,TRACK,direct_path,0,0.324611779069528,0.324611779069528,1,1,1,1,0,1.763404986879902,0.14668971300125122,0.053762210927332514,0.14668971300125122,64,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 65, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,65,65,nan,nan,0.8262893225733934,filtered,0,0,1,0,0,0,1,2,1.0,0.14556158634674649,1.1885406970977783,0.0,1.0,0.06328985381547944,0,0,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,1.1354790682868965,0,1,12,predictive_link_4|joint_2_acceleration_lower|joint_1_velocity_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.36709612071562625,1,continuity_tiebreak,0.9690773487091064,0,goal_velocity_linprog,0.0,valid,0.06328985381547944,0.9117235604924641,0|0.199652361|0.406515342|0.41509195|0.440857042|0.440857042,0.4025099|0.307743478|0.103312045|0.108673223|0.0632898538|0.0662898538,0.578096078|0.483329656|0.278898223|0.284259401|0.238876032|0.241876032,0.5225099|0.427743478|0.223312045|0.228673223|0.183289854|0.186289854,0|0.15|0.15|0.15|0.15|0.15,0|-0.172067153|-0.269165333|-0.269169108|-0.253159414|-0.253159414,0|0|0|0|0|0,1.6100396|1.05890676|0.144082846|0.165523783|1.21319926e-09|0.0120000012,optimal,0.36709612071562625,0.3620961186009736,0.005000002114652624,0.432759643|0.53099674|0.320739418,0|-0|0,0.01594814599957317,0.002803722978569567,0.0014027210418134928,0.007142076035961509
4,0.25,-2.155245325913319,0.6015170812606812,0.2006436437368393,0.2592811584472656,0.4136027991771698,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2450850009918213,5.1053619384765625,60.61022186279297,1.1733982563018799,1.1733982563018799,0.21919614976756088,0.2006436437368393,0.01855250603072159,0.14335783211964617,0.43673433567344583,0.13983867611554757,0.3724311468639819,-0.2325924707484343,0.13983867235173883,0,0,disabled,0.0,1,TRACK,direct_path,0,0.324611779069528,0.324611779069528,1,1,1,1,0,1.763404986879902,0.14668971300125122,0.053762210927332514,0.14668971300125122,64,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 65, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,65,65,nan,nan,0.9553556483674058,filtered,0,0,1,0,0,0,1,2,1.0,0.10507398824889905,1.1733982563018799,0.0,1.0,0.05681183811982385,0,0,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,1.2679069560085805,0,1,12,predictive_link_4|joint_2_acceleration_lower|joint_1_velocity_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.37743113573671777,1,continuity_tiebreak,0.9809420704841614,0,goal_velocity_linprog,0.0,valid,0.05681183811982385,0.9196269275590003,0|0.259940749|0.423158953|0.427893584|0.449513965|0.449513965,0.402114731|0.292333849|0.0929094833|0.0988862723|0.0568118381|0.0598118381,0.578096078|0.468315195|0.26889083|0.274867619|0.232793184|0.235793184,0.522114731|0.412333849|0.212909483|0.218886272|0.176811838|0.179811838,0|0.15|0.15|0.15|0.15|0.15,0|-0.186067933|-0.247523965|-0.247482676|-0.227247364|-0.227247364,0|0|0|0|0|0,1.60845893|0.983267462|0.124113968|0.148062413|-1.17656516e-08|0.0119999882,optimal,0.37743113573671777,0.372431146863982,0.004999988872735783,0.432759643|0.53099674|0.320739418,0|-0|0,0.015078752068802714,0.0029118750244379044,0.0012844729935750365,0.006497043999843299
5,0.30000000000000004,-2.132193812210788,0.5962066650390625,0.18277767300605774,0.24747508764266968,0.40871554613113403,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3476577997207642,4.6252241134643555,27.990049362182617,1.154374361038208,1.154374361038208,0.2006436441649087,0.18277767300605774,0.01786597115885097,0.13227449129131494,0.43248324741377564,0.1290837143317155,0.35950131411021224,-0.23041759977849674,0.12908371460711315,0,0,disabled,0.0,1,TRACK,direct_path,0,0.324611779069528,0.324611779069528,1,1,1,1,0,1.763404986879902,0.14668971300125122,0.053762210927332514,0.14668971300125122,64,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 65, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,1,2,1.0,0.02927372729390359,1.154374361038208,0.0,1.0,0.044683796367024575,0,0,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,1.4224658720399026,0,1,12,predictive_link_4|joint_2_velocity_lower|joint_1_velocity_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.3645013245527121,1,continuity_tiebreak,0.987198531627655,0,goal_velocity_linprog,5.551115123125783e-17,valid,0.044683796367024575,0.931856502342505,3.06635522e-17|0.273935159|0.398450975|0.401312638|0.443152445|0.443152445,0.401503252|0.279102882|0.0802440594|0.0867787546|0.0446837964|0.0476837848,0.578096078|0.455695707|0.256836884|0.26337158|0.221276621|0.22427661,0.521503252|0.399102882|0.200244059|0.206778755|0.164683796|0.167683785,0|0.15|0.15|0.15|0.15|0.15,-1.7784978e-17|-0.196994675|-0.212276055|-0.212099202|-0.178735177|-0.178735177,0|0|0|0|0|0,1.60601301|0.919416853|0.108700182|0.135015816|8.22577234e-09|0.0119999618,optimal,0.3645013245527121,0.35950131411021224,0.005000010442499869,0.432759643|0.53099674|0.320739418,0|-0|0,0.019830227945931256,0.002529502962715924,0.0012995779979974031,0.011766897048801184
6,0.35000000000000003,-2.2377142526947322,0.623875617980957,0.16535300016403198,0.2363017499446869,0.4242248237133026,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.4136128425598145,3.4244158267974854,63.28184127807617,0.3499999940395355,0.0,0.18277767139736248,0.16535300016403198,0.017424671233330497,0.21644153256657553,0.4438542755373171,-0.18927555884278716,0.35324224453471265,-0.5425178033774998,0.0,1,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.324611779069528,0.324611779069528,1,1,1,1,0,1.763404986879902,0.14668971300125122,0.053762210927332514,0.14668971300125122,64,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 65, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,65,65,nan,nan,1.0,filtered,0,0,1,0,1,1,1,2,1.0,0.0,0.0,0.0,1.0,0.03931306830735867,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.5194065998697441,0,1,12,predictive_link_4|joint_2_velocity_lower|joint_1_velocity_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.35824224935610016,1,continuity_tiebreak,0.9934474229812622,0,goal_velocity_linprog,0.0,valid,0.03931306830735867,0.9475496511827869,4.17015115e-17|0.286025785|0.370560429|0.370969134|0.436265144|0.436265144,0.400718595|0.266142192|0.072774502|0.0797388567|0.0393130683|0.0423130674,0.578096078|0.443519675|0.250151985|0.257116339|0.216690551|0.21969055,0.520718595|0.386142192|0.192774502|0.199738857|0.159313068|0.162313067,0|0.15|0.15|0.15|0.15|0.15,-2.68800027e-17|-0.211203767|-0.213632844|-0.213593228|-0.157252271|-0.157252271,0|0|0|0|0|0,1.60287438|0.853365002|0.0774651639|0.105362198|2.68697567e-09|0.0119999989,optimal,0.35824224935610016,0.35324224453471265,0.005000004821387516,0.432759643|0.53099674|0.320739418,0|-0|0,0.016367484000511467,0.0025914569851011038,0.0013844920322299004,0.00664657901506871
7,0.4,-2.2621919610023684,0.6237355470657349,0.14991889894008636,0.22674688696861267,0.4226374924182892,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.4111533164978027,1.0594444274902344,59.324974060058594,0.9746890068054199,0.9746890068054199,0.16535300240222783,0.14991889894008636,0.015434103462141469,0.45999707708229914,0.43226793189231505,0.4591776392882045,0.3172988451948918,0.14187879409331267,0.45917764550357093,0,0,disabled,0.0,1,SERVO,direct_path,0,0.324611779069528,0.324611779069528,1,1,1,1,0,1.763404986879902,0.14668971300125122,0.053762210927332514,0.14668971300125122,64,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 65, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,65,65,nan,nan,1.0,filtered,1,0,1,0,2,2,1,2,1.0,0.0,0.9746890068054199,0.0,1.0,0.030016281166781678,0,1,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,0.8067503405213171,0,1,12,predictive_link_4|joint_2_velocity_lower|joint_1_velocity_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.322298843961865,1,continuity_tiebreak,0.9992982745170593,0,goal_velocity_linprog,2.7755575615628914e-17,valid,0.030016281166781678,0.9641285750088726,0|0.299709788|0.372888357|0.372888357|0.446507317|0.446507317,0.399889649|0.251701056|0.0593437858|0.0663823114|0.0300162812|0.0330162812,0.578096078|0.429907484|0.237550215|0.24458874|0.20822271|0.21122271,0.519889649|0.371701056|0.179343786|0.186382311|0.150016281|0.153016281,0|0.15|0.15|0.15|0.15|0.15,0|-0.220352037|-0.195707744|-0.19362615|-0.120065127|-0.120065127,0|0|0|0|0|0,1.5995586|0.786452186|0.0416673995|0.0719030955|-2.41230419e-09|0.0119999976,optimal,0.322298843961865,0.3172988451948919,0.004999998766973102,0.432759643|0.53099674|0.320739418,0|-0|0,0.014848040067590773,0.0031129029812291265,0.001289854058995843,0.007103080046363175
8,0.45,-2.3354466679617762,0.6359469294548035,0.13627953827381134,0.21817833185195923,0.42863914370536804,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.4080561399459839,0.4818405508995056,11.876887321472168,0.8803181648254395,0.8803181648254395,0.14991889518879867,0.13627953827381134,0.013639356914987327,0.46868518037871965,0.42602795018958667,0.4685339908474008,0.28551377072080764,0.1830202201265932,0.46853397912369016,0,0,disabled,0.0,1,SERVO,direct_path,0,0.324611779069528,0.324611779069528,1,1,1,1,0,1.763404986879902,0.14668971300125122,0.053762210927332514,0.14668971300125122,64,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 65, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,65,65,nan,nan,0.8277002560698533,filtered,2,0,1,0,3,1,1,2,1.0,0.0,0.8803181648254395,0.0,1.0,0.024837951404641095,0,1,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,0.9480933907401272,0,1,12,predictive_link_4|joint_2_velocity_lower|joint_1_velocity_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.2905137642567288,1,continuity_tiebreak,0.9998563528060913,0,goal_velocity_linprog,0.0,valid,0.024837951404641095,0.9804838202674131,0|0.30906888|0.362139337|0.362139337|0.433502508|0.433502508,0.399071887|0.238040101|0.0500762352|0.0572528361|0.0248379514|0.0278379514,0.578096078|0.417064292|0.229100426|0.236277027|0.203862142|0.206862142,0.519071887|0.358040101|0.170076235|0.177252836|0.144837951|0.147837951,0|0.15|0.15|0.15|0.15|0.15,0|-0.229295412|-0.188985411|-0.184169951|-0.0993518151|-0.0993518151,0|0|0|0|0|0,1.59628755|0.722864993|0.0113195303|0.0448413936|-9.46477489e-09|0.0119999905,optimal,0.2905137642567288,0.2855137707208077,0.004999993535921121,0.432759643|0.53099674|0.320739418,0|-0|0,0.01400039903819561,0.0025458669988438487,0.0013122460804879665,0.00661113893147558
9,0.5,-2.3207784204000705,0.6257385611534119,0.12437568604946136,0.21131473779678345,0.4172343313694,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3279809951782227,3.398371934890747,64.53366088867188,0.7764579057693481,0.7764579057693481,0.13627953955956199,0.12437568604946136,0.01190385351010062,0.46383142585390985,0.37247712003546535,0.46366921342590045,0.2493888050134217,0.21428040841247875,0.4636692178004602,0,0,disabled,0.0,1,SERVO,direct_path,0,0.324611779069528,0.324611779069528,1,1,1,1,0,1.763404986879902,0.14668971300125122,0.053762210927332514,0.14668971300125122,64,0,0,0,0,0,0,0,1,88,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 65, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,65,65,nan,nan,1.0,filtered,3,0,1,0,4,1,1,2,1.0,0.0,0.7764579057693481,0.0,1.0,0.01867758334487382,0,1,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,1.0222325590895835,0,1,12,predictive_link_4|joint_2_velocity_lower|joint_3_velocity_lower,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.2543888099139068,1,continuity_tiebreak,0.9939941763877869,0,goal_velocity_linprog,0.0,valid,0.01867758334487382,0.9964533848572094,0|0.309434589|0.358980898|0.358980898|0.426450346|0.426450346,0.398273408|0.224955323|0.0394610595|0.0469132198|0.0186775833|0.0216775426,0.578096078|0.404777992|0.219283729|0.226735889|0.198500253|0.201500212,0.518273408|0.344955323|0.15946106|0.16691322|0.138677583|0.141677543,0|0.15|0.15|0.15|0.15|0.15,0|-0.186585395|-0.150637369|-0.144099029|-0.0747103321|-0.0747103321,0|0|0|0|0|0,1.59309363|0.713235896|0.00720686925|0.0435538505|1.30643416e-09|0.0119998385,optimal,0.2543888099139068,0.24938880501342167,0.0050000049004851055,0.432759643|0.53099674|0.320739418,0|-0|0,0.014871368068270385,0.0031159259378910065,0.001264267018996179,0.007104123011231422
