step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,safety_filter_solve_time_s
0,0.05,-0.17703336116706653,0.18570193648338318,0.25983327627182007,0.47066640853881836,0.1744985282421112,0.35,3,0,0,0,0.4355549216270447,8.711098670959473,174.2219696044922,0.4815788269042969,filtered,0.05938263945545505,0,0,12,joint_1_acceleration_lower,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.32163315285596256,0.15672758780419827
1,0.1,-0.05668487208080478,0.1765100657939911,0.24625778198242188,0.45995277166366577,0.16788385808467865,0.35,3,0,0,0,0.6508730053901672,5.699046611785889,137.50701904296875,0.6508727669715881,filtered,5.012642739619651e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3088943508597358,0.0032285116612911224
2,0.15000000000000002,-0.001999925165312111,0.13715866208076477,0.23253612220287323,0.453080415725708,0.1277669221162796,0.35,3,0,0,0,0.7207947373390198,6.070455074310303,126.20010375976562,0.7215564846992493,filtered,0.009754392516329502,0,0,12,joint_4_acceleration_upper,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.29820224477206236,0.001927640289068222
3,0.2,0.08096879574581548,0.09043832868337631,0.21756704151630402,0.44985145330429077,0.0805157721042633,0.35,3,0,0,0,0.7933734059333801,5.801286697387695,130.0621795654297,0.7909448742866516,filtered,0.04492201564108055,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.29137783605046397,0.0030377069488167763
4,0.25,0.09868688731963907,0.06996256858110428,0.20346739888191223,0.44923079013824463,0.06965956091880798,0.35,3,0,0,0,0.8673684000968933,4.843703746795654,42.71657943725586,0.8673679828643799,filtered,6.589391431367039e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2881662792401163,0.0030011534690856934
5,0.30000000000000004,0.05873858225900816,0.08985324203968048,0.1911100596189499,0.44531524181365967,0.07899384200572968,0.35,3,0,0,0,0.8404427170753479,2.8181068897247314,102.5023422241211,0.8404422402381897,filtered,9.08435142481638e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.28751979459087296,0.0029774466529488564
6,0.35000000000000003,0.05937533237864551,0.129454106092453,0.17708346247673035,0.4400143623352051,0.11770863085985184,0.35,3,0,0,0,0.8774488568305969,3.0532028675079346,77.79955291748047,0.8774483799934387,filtered,9.133533757197464e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.28359371230291697,0.0029866667464375496
7,0.4,0.09059920062066779,0.14658349752426147,0.1609424501657486,0.435283899307251,0.13377165794372559,0.35,3,0,0,0,0.9838592410087585,3.937739133834839,39.70993423461914,0.9838585257530212,filtered,1.1236654785627234e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.27834183399334167,0.0029152799397706985
8,0.45,0.11016776221358396,0.11521804332733154,0.1460103839635849,0.432894229888916,0.10152097046375275,0.35,3,0,0,0,1.040724515914917,2.7446703910827637,73.29267120361328,1.0407239198684692,filtered,1.1430657845696096e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.2737527413880969,0.002960103563964367
9,0.5,0.10156381883698651,0.08438694477081299,0.13365909457206726,0.432949423789978,0.07016149163246155,0.35,3,0,0,0,1.0781153440475464,2.5356228351593018,56.0345458984375,1.0781153440475464,passthrough,5.051067745923149e-12,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.2715446086983263,0.002864263951778412
