step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,unavoidable_collision,avoidable_collision,collision_avoidability_reason,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.3533151707216055,0.25541096925735474,0.27747923135757446,0.34483659267425537,0.2246222048997879,0.35,5,0,0,0,0,0,0,,,,nan,0,0.38789886236190796,7.75797700881958,155.1595458984375,0.4394569993019104,1.0,0.16402323047498601,0,0,0,0,0.16402323047498601,0.0,filtered,0.05752757262898963,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.16402323047498601,0.499855274|0.351465393|0.327242513|0.243853688|0.191806149|0.16402323,0.649855274|0.501465393|0.477242513|0.393853688|0.341806149|0.31402323,0.619855274|0.471465393|0.447242513|0.363853688|0.311806149|0.28402323,0.15|0.15|0.15|0.15|0.15|0.15,-0.0020731853|-0.0248640709|-0.0175444428|0.0418635775|0.0539117062|0.0748455255,-0.179518938|-0.184179041|-0.267315193|-0.266292224|-0.267747621|-0.269747082,1.81782897|1.19681846|1.02411042|0.750986104|0.553388682|0.461191366,0.612179875|0.558900714|0.314537197,-0.0440604091|-0.256598681|0.0710129961,0.00935325026512146,0.001748071052134037,0.0023975670337677,0.00250830315053463
1,0.1,-0.255612021223078,0.1994001716375351,0.2722153663635254,0.3388124406337738,0.18812158703804016,0.35,5,0,0,0,0,0,0,,,,nan,0,0.6279237270355225,5.252626419067383,84.46847534179688,0.6279233694076538,1.0,0.15437516013913366,0,0,0,0,0.16402323047498601,0.0,filtered,6.137916741504584e-07,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.15437516013913366,0.490839978|0.339036477|0.316450438|0.232747867|0.181225229|0.15437516,0.640839978|0.489036477|0.466450438|0.382747867|0.331225229|0.30437516,0.610839978|0.459036477|0.436450438|0.352747867|0.301225229|0.27437516,0.15|0.15|0.15|0.15|0.15|0.15,-0.00365535694|-0.0494003818|-0.0250159709|0.0789117186|0.101437193|0.143212041,-0.176974936|-0.182889507|-0.267503435|-0.266681203|-0.268130481|-0.269731217,1.78272962|1.12385602|0.973282347|0.743221986|0.558207629|0.490981464,0.609976888|0.546070457|0.318087727,-0.0440604091|-0.256598681|0.0710129961,0.008469177410006523,0.0019018547609448433,0.0019445586949586868,0.00240379199385643
2,0.15000000000000002,-0.2975129335645442,0.2108490914106369,0.26888251304626465,0.33324897289276123,0.2038627415895462,0.35,5,0,0,0,0,0,0,,,,nan,0,0.7096452713012695,4.538270950317383,103.92535400390625,0.7096444368362427,1.0,0.14838196352308075,0,0,0,0,0.16402323047498601,0.0,filtered,1.2974654093810126e-06,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.14838196352308075,0.481874004|0.324310238|0.30761319|0.223644812|0.173200164|0.148381964,0.631874004|0.474310238|0.45761319|0.373644812|0.323200164|0.298381964,0.601874004|0.444310238|0.42761319|0.343644812|0.293200164|0.268381964,0.15|0.15|0.15|0.15|0.15|0.15,-0.00370629322|-0.0482172063|-0.0252607425|0.0642377001|0.0964596807|0.150764388,-0.174358838|-0.182510731|-0.267760162|-0.26746765|-0.268798906|-0.269504719,1.74943088|1.06651302|0.937431855|0.6913493|0.520461431|0.474787522,0.6077739|0.533240199|0.321638256,-0.0440604091|-0.256598681|0.0710129961,0.005388285033404827,0.000999540090560913,0.0013671526685357094,0.0015387805178761482
3,0.2,-0.32436686494895706,0.20826807618141174,0.26735517382621765,0.32810866832733154,0.1970561295747757,0.35,5,0,0,0,0,0,0,,,,nan,0,0.6995211839675903,2.516578435897827,96.2358169555664,0.6995207071304321,1.0,0.14291564555535052,0,0,0,0,0.16402323047498601,0.0,filtered,6.524465518729634e-07,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.14291564555535052,0.473038501|0.308892244|0.297634331|0.213841331|0.16499622|0.142915646,0.623038501|0.458892244|0.447634331|0.363841331|0.31499622|0.292915646,0.593038501|0.428892244|0.417634331|0.333841331|0.28499622|0.262915646,0.15|0.15|0.15|0.15|0.15|0.15,-0.0034397916|-0.054429624|-0.0148685053|0.0796786131|0.113521503|0.161413708,-0.171655128|-0.182476287|-0.268120739|-0.268365606|-0.26938655|-0.268793072,1.71705908|0.998663065|0.907548079|0.666678331|0.504119834|0.464283218,0.605570912|0.520409942|0.325188786,-0.0440604091|-0.256598681|0.0710129961,0.008294700644910336,0.0026110298931598663,0.0012985970824956894,0.0015155971050262451
4,0.25,-0.3581000774539441,0.22594037652015686,0.26676076650619507,0.32233044505119324,0.19396401941776276,0.35,5,0,0,0,0,0,0,,,,nan,0,0.6548460721969604,2.316073179244995,47.28357696533203,0.6548455357551575,1.0,0.1379150643961462,0,0,0,0,0.16402323047498601,0.0,filtered,7.174263474790997e-07,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.1379150643961462,0.464353677|0.29459266|0.287946324|0.204683473|0.157530059|0.137915064,0.614353677|0.44459266|0.437946324|0.354683473|0.307530059|0.287915064,0.584353677|0.41459266|0.407946324|0.324683473|0.277530059|0.257915064,0.15|0.15|0.15|0.15|0.15|0.15,-0.00276481005|-0.0488260776|-0.00705365525|0.0787182003|0.110894237|0.150437339,-0.168858239|-0.181990138|-0.268313632|-0.268983681|-0.269623715|-0.267768259,1.68579166|0.947554423|0.876418011|0.62846841|0.47139076|0.434329337,0.603367925|0.507579684|0.328739315,-0.0440604091|-0.256598681|0.0710129961,0.005419396795332432,0.0010479185730218887,0.0013481639325618744,0.0015205815434455872
5,0.30000000000000004,-0.41909206329802173,0.24286657571792603,0.2684919238090515,0.3161938786506653,0.20870958268642426,0.35,5,0,0,0,0,0,0,,,,nan,0,0.6010655164718628,2.9813249111175537,78.9528579711914,0.601065456867218,1.0,0.13228461149173343,0,0,0,0,0.16402323047498601,0.0,filtered,2.6418389444678616e-08,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.13228461149173343,0.455844684|0.281663623|0.277913768|0.195330357|0.14979526|0.132284611,0.605844684|0.431663623|0.427913768|0.345330357|0.29979526|0.282284611,0.575844684|0.401663623|0.397913768|0.315330357|0.26979526|0.252284611,0.15|0.15|0.15|0.15|0.15|0.15,-0.00256566946|-0.0485415461|-0.00351895623|0.0718995212|0.106172258|0.143326368,-0.165961318|-0.180902372|-0.268358421|-0.269331168|-0.269618881|-0.266681548,1.65485175|0.897210573|0.839777693|0.58388978|0.435734415|0.405783266,0.601164937|0.494749576|0.332289845,-0.0440604091|-0.256598681|0.0710129961,0.006153963506221771,0.0010256469249725342,0.001897989772260189,0.001741240732371807
6,0.35000000000000003,-0.47369624703943153,0.24967297911643982,0.2726229727268219,0.3104200065135956,0.21329285204410553,0.35,5,0,0,0,0,0,0,,,,nan,0,0.6095300912857056,3.190324068069458,46.176456451416016,0.6095300912857056,1.0,0.12633337753862703,0,0,0,0,0.16402323047498601,0.0,passthrough,8.670966524030198e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.12633337753862703,0.447492967|0.2692595|0.267505224|0.185608725|0.141805883|0.126333378,0.597492967|0.4192595|0.417505224|0.335608725|0.291805883|0.276333378,0.567492967|0.3892595|0.387505224|0.305608725|0.261805883|0.246333378,0.15|0.15|0.15|0.15|0.15|0.15,-0.00275679656|-0.0498332658|-0.00382994193|0.0711868858|0.109129157|0.149327764,-0.16296606|-0.179569079|-0.26837446|-0.269596709|-0.269405308|-0.265316519,1.62424901|0.847635654|0.797816494|0.544025076|0.406947382|0.389344755,0.598961949|0.481919676|0.335840374,-0.0440604091|-0.256598681|0.0710129961,0.006388789042830467,0.0014060819521546364,0.001402788795530796,0.001688072457909584
7,0.4,-0.47806666836048894,0.2523064613342285,0.27663248777389526,0.3051442801952362,0.2177509069442749,0.35,5,0,0,0,0,0,0,,,,nan,0,0.6132827997207642,2.3192014694213867,93.12493896484375,0.6132827997207642,1.0,0.12083428317131192,0,0,0,0,0.16402323047498601,0.0,passthrough,9.622520475334083e-10,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.12083428317131192,0.439283933|0.256225827|0.256919987|0.175921233|0.134055653|0.120834283,0.589283933|0.406225827|0.406919987|0.325921233|0.284055653|0.270834283,0.559283933|0.376225827|0.376919987|0.295921233|0.254055653|0.240834283,0.15|0.15|0.15|0.15|0.15|0.15,-0.00271291901|-0.0463224997|-0.00340938041|0.0804210008|0.117927032|0.158140491,-0.159873796|-0.178541352|-0.268367109|-0.269782697|-0.268866613|-0.263291886,1.59454902|0.800039457|0.755903457|0.514323234|0.385283032|0.378185737,0.596758962|0.469089776|0.339390904,-0.0440604091|-0.256598681|0.0710129961,0.005355970002710819,0.0009781699627637863,0.0013607386499643326,0.0014782696962356567
8,0.45,-0.47110832084136184,0.2453976273536682,0.28040996193885803,0.30079612135887146,0.22710604965686798,0.35,5,0,0,0,0,0,0,,,,nan,0,0.6352697014808655,2.136972188949585,28.203256607055664,0.6352695226669312,1.0,0.11589245658981859,0,0,0,0,0.16402323047498601,0.0,filtered,3.138265780397247e-07,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.11589245658981859,0.431234209|0.242794957|0.246416936|0.166703677|0.12679284|0.115892457,0.581234209|0.392794957|0.396416936|0.316703677|0.27679284|0.265892457,0.551234209|0.362794957|0.366416936|0.286703677|0.24679284|0.235892457,0.15|0.15|0.15|0.15|0.15|0.15,-0.00275466489|-0.0492842406|-0.000332928301|0.0975618424|0.135005449|0.175246691,-0.156679745|-0.177720305|-0.268244029|-0.269746994|-0.268029653|-0.260829759,1.56550243|0.744175283|0.717090788|0.494629557|0.374147156|0.377986758,0.594555974|0.456259876|0.342941433,-0.0440604091|-0.256598681|0.0710129961,0.005485016852617264,0.0009900899603962898,0.0014688540250062943,0.00148080475628376
9,0.5,-0.5546612687118149,0.28076648712158203,0.2864569127559662,0.2953413426876068,0.23784545063972473,0.35,5,0,0,0,0,0,0,,,,nan,0,0.5607796907424927,3.0570266246795654,92.8593521118164,0.5607796907424927,1.0,0.11191964003615737,0,0,0,0,0.16402323047498601,0.0,passthrough,8.849550865360914e-10,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.11191964003615737,0.423344679|0.229402653|0.236378583|0.158337484|0.12042217|0.11191964,0.573344679|0.379402653|0.386378583|0.308337484|0.27042217|0.26191964,0.543344679|0.349402653|0.356378583|0.278337484|0.24042217|0.23191964,0.15|0.15|0.15|0.15|0.15|0.15,-0.00225537883|-0.0427964585|0.0024587258|0.0766753843|0.114524476|0.151990209,-0.153382444|-0.17691145|-0.267980578|-0.269480189|-0.266916214|-0.258061538,1.53774089|0.697902703|0.679992481|0.44054513|0.32929694|0.341607231,0.592352986|0.443429977|0.346491963,-0.0440604091|-0.256598681|0.0710129961,0.005374847911298275,0.000978807918727398,0.001352490857243538,0.0015291394665837288
