step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,unavoidable_collision,avoidable_collision,collision_avoidability_reason,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.7651343234160601,0.378447562456131,0.41445615887641907,0.22734542191028595,0.3354986310005188,0.35,1,0,0,0,0,0,0,,,,nan,0,0.4861348271369934,9.722696304321289,194.45391845703125,0.5326002240180969,1.0,0.05907301246316818,0,0,0,0,0.05907301246316818,0.0,filtered,0.051131447685847084,0,0,12,joint_2_acceleration_upper|joint_3_acceleration_upper|joint_4_acceleration_upper|joint_5_acceleration_upper,predictive_link_1,0,0,1,solved,osqp,0.0,valid,0.05907301246316818,0.372989867|0.0590730125|0.139406051|0.0779425382|0.119330227|0.10723166,0.522989867|0.209073012|0.289406051|0.227942538|0.269330227|0.25723166,0.492989867|0.179073012|0.259406051|0.197942538|0.239330227|0.22723166,0.15|0.15|0.15|0.15|0.15|0.15,-0.00146648823|-0.0841962883|0.0159973525|0.0610042572|0.0329074053|0.0197861319,-0.142157351|-0.152095541|-0.20545376|-0.202893352|-0.176108248|-0.17842827,1.34833563|2.20104644e-07|0.368167796|0.169881058|0.334120066|0.2702845,0.411765277|0.420057207|0.556677818,-0.0229857545|-0.204959616|-0.0262342133,0.008415678516030312,0.0014702165499329567,0.0019140271469950676,0.00283151026815176
1,0.1,-0.779179373054397,0.43343156576156616,0.41437408328056335,0.22364024817943573,0.38113394379615784,0.35,1,0,0,0,0,0,0,,,,nan,0,0.7526663541793823,6.175278663635254,124.46222686767578,0.7913240194320679,1.0,0.05445855677197817,0,0,0,0,0.05907301246316818,0.0,filtered,0.11805644203839691,0,1,12,predictive_link_1,predictive_link_1,0,0,1,solved,osqp,4.64063757976696e-08,valid,0.05445855677197817,0.365851079|0.0544585568|0.132224536|0.0708234255|0.112143513|0.0992832588,0.515851079|0.204458557|0.282224536|0.220823425|0.262143513|0.249283259,0.485851079|0.174458557|0.252224536|0.190823425|0.232143513|0.219283259,0.15|0.15|0.15|0.15|0.15|0.15,-0.000937108702|-0.0692154929|0.0146189028|0.0247519638|-0.0155498922|-0.0344436834,-0.140451385|-0.148618779|-0.205187977|-0.203120519|-0.176011412|-0.178219838,1.32201582|-4.46571741e-08|0.338329071|0.104925146|0.257012747|0.184469514,0.410615861|0.409809381|0.555366039,-0.0229857545|-0.204959616|-0.0262342133,0.00752074271440506,0.001466989517211914,0.0018930630758404732,0.0020766248926520348
2,0.15000000000000002,-0.8056918268813573,0.4644664525985718,0.4142025113105774,0.22003592550754547,0.4079381823539734,0.35,1,0,0,0,0,0,0,,,,nan,0,0.9002524614334106,3.444167375564575,65.2143325805664,0.9056585431098938,1.0,0.05137855024329138,0,0,0,0,0.05907301246316818,0.0,filtered,0.026832506381428155,0,0,12,,predictive_link_1,0,0,1,solved,osqp,9.35745728861126e-07,valid,0.05137855024329138,0.358825441|0.0513785502|0.124295458|0.0618957431|0.102572712|0.088677449,0.508825441|0.20137855|0.274295458|0.211895743|0.252572712|0.238677449,0.478825441|0.17137855|0.244295458|0.181895743|0.222572712|0.208677449,0.15|0.15|0.15|0.15|0.15|0.15,-0.000762184479|-0.061347941|0.0127427966|0.0198429204|-0.0195111211|-0.0432537556,-0.138685241|-0.144167196|-0.204970306|-0.203496929|-0.17583844|-0.177852284,1.29585434|-9.36180032e-07|0.304954322|0.0639289642|0.214941287|0.133603756,0.409466445|0.399561554|0.55405426,-0.0229857545|-0.204959616|-0.0262342133,0.007499425671994686,0.001461215317249298,0.0019090259447693825,0.002064196392893791
3,0.2,-0.8270183168379219,0.5171865224838257,0.4124850034713745,0.2173134833574295,0.4553798735141754,0.35,1,0,0,0,0,0,0,,,,nan,0,0.9708291888237,2.1428468227386475,47.4986686706543,0.9795777797698975,1.0,0.0484288663529627,0,0,0,0,0.05907301246316818,0.0,filtered,0.11629178265358554,0,1,12,predictive_link_3,predictive_link_3,0,0,1,solved,osqp,1.2908965056623867e-08,valid,0.0484288663529627,0.351898293|0.0484288664|0.116162109|0.0527096146|0.0928382938|0.077684362,0.501898293|0.198428866|0.266162109|0.202709615|0.242838294|0.227684362,0.471898293|0.168428866|0.236162109|0.172709615|0.212838294|0.197684362,0.15|0.15|0.15|0.15|0.15|0.15,-0.000354377277|-0.0469719544|0.0118306192|-0.00703752781|-0.0525134651|-0.0763540185,-0.136860913|-0.139511711|-0.204730518|-0.203800944|-0.175324248|-0.177074826,1.27037788|0.00723179995|0.271748537|-1.37044315e-08|0.143515462|0.0573086034,0.408317029|0.389313728|0.552742481,-0.0229857545|-0.204959616|-0.0262342133,0.007545942440629005,0.0014785975217819214,0.001872992143034935,0.0020697209984064102
4,0.25,-0.8830848587416382,0.5051835179328918,0.4139823019504547,0.2114635556936264,0.43911731243133545,0.35,1,0,0,0,0,0,0,,,,nan,0,0.5536581873893738,9.048357009887695,213.38844299316406,0.699999988079071,1.0,0.04218244326196516,1,1,0,0,0.05907301246316818,0.699999988079071,filtered,0.8884888737225213,0,1,12,predictive_link_1|joint_2_acceleration_lower|joint_3_acceleration_lower|joint_4_acceleration_lower|joint_5_acceleration_lower|joint_1_acceleration_upper,predictive_link_1,0,0,1,solved,osqp,2.6195391064631757e-08,valid,0.04218244326196516,0.345084326|0.0464499214|0.107319124|0.0421824433|0.0815140881|0.0651151762,0.495084326|0.196449921|0.257319124|0.192182443|0.231514088|0.215115176,0.465084326|0.166449921|0.227319124|0.162182443|0.201514088|0.185115176,0.15|0.15|0.15|0.15|0.15|0.15,-0.000892917051|-0.0515536796|0.00640532685|0.0439071696|0.0285431169|0.0109272177,-0.134974055|-0.134246033|-0.204568717|-0.204183397|-0.17464629|-0.176079651,1.24447033|-2.71057086e-08|0.231113105|0.00845354566|0.179953179|0.0953082714,0.407167614|0.379065901|0.551430702,-0.0229857545|-0.204959616|-0.0262342133,0.009123973548412323,0.0014738747850060463,0.0018932176753878593,0.002117021009325981
5,0.30000000000000004,-0.9956709530522792,0.5372567772865295,0.41953712701797485,0.20249058306217194,0.491657018661499,0.35,1,0,0,0,0,0,0,,,,nan,0,0.30936872959136963,8.002825736999512,83.42215728759766,0.699999988079071,1.0,0.03415344784974514,1,1,0,0,0.05907301246316818,0.699999988079071,filtered,0.5603520347905321,0,1,12,predictive_link_1|joint_3_acceleration_lower|joint_4_acceleration_lower|joint_5_acceleration_lower|joint_1_acceleration_upper,predictive_link_1,0,0,1,solved,osqp,1.704841373628696e-08,valid,0.03415344784974514,0.338339085|0.0411284543|0.0991024002|0.0341534478|0.0742107443|0.0568817728,0.488339085|0.191128454|0.2491024|0.184153448|0.224210744|0.206881773,0.458339085|0.161128454|0.2191024|0.154153448|0.194210744|0.176881773,0.15|0.15|0.15|0.15|0.15|0.15,-0.000980805731|-0.0340607204|-0.00163417066|0.0813773406|0.115172675|0.105918249,-0.133033611|-0.130453114|-0.204287766|-0.204107767|-0.173330591|-0.174512452,1.21934192|-1.76212515e-08|0.190487664|0.0138833652|0.238685061|0.158932888,0.406018198|0.368818074|0.550118923,-0.0229857545|-0.204959616|-0.0262342133,0.009090041741728783,0.0014685308560729027,0.0019283154979348183,0.0021180054172873497
6,0.35000000000000003,-1.1551063006668172,0.6226701140403748,0.428514689207077,0.19031478464603424,0.5725786089897156,0.35,1,0,0,0,0,0,0,,,,nan,0,0.377248615026474,5.99198579788208,86.87294006347656,0.699999988079071,1.0,0.028031323972694366,1,1,0,0,0.05907301246316818,0.699999988079071,filtered,0.3709509999901037,0,0,12,,predictive_link_1,0,0,1,solved,osqp,2.9760722218552527e-07,valid,0.028031323972694366,0.331687954|0.0324908515|0.0911300138|0.028031324|0.0712696073|0.0534409449,0.481687954|0.182490851|0.241130014|0.178031324|0.221269607|0.203440945,0.451687954|0.152490851|0.211130014|0.148031324|0.191269607|0.173440945,0.15|0.15|0.15|0.15|0.15|0.15,-0.000772779811|-0.00199727822|-0.0106744511|0.109087238|0.185548873|0.180884328,-0.131033019|-0.127966424|-0.203794933|-0.203417729|-0.170643687|-0.171542611,1.19494602|-2.96216437e-07|0.150050671|0.0177948043|0.299983616|0.223105497,0.404868782|0.358570248|0.548807144,-0.0229857545|-0.204959616|-0.0262342133,0.009370648302137852,0.0014704056084156036,0.0018755821511149406,0.0020605167374014854
7,0.4,-1.3014815222327347,0.7114270329475403,0.43971365690231323,0.17500115931034088,0.6543332934379578,0.35,1,0,0,0,0,0,0,,,,nan,0,0.5462954044342041,4.21529483795166,91.40472412109375,0.7000000476837158,1.0,0.020453076978928453,1,1,0,0,0.05907301246316818,0.7000000476837158,filtered,0.27194469087002154,0,0,12,,predictive_link_1,0,0,1,solved,osqp,2.0470046596665625e-07,valid,0.020453076978928453,0.325148866|0.020453077|0.082910555|0.0235075975|0.0720983428|0.0540093417,0.475148866|0.170453077|0.232910555|0.173507597|0.222098343|0.204009342,0.445148866|0.140453077|0.202910555|0.143507597|0.192098343|0.174009342,0.15|0.15|0.15|0.15|0.15|0.15,-0.000251031271|0.0449925266|-0.0213469863|0.130668041|0.239418276|0.233295339,-0.128967254|-0.126805041|-0.203080626|-0.201798655|-0.166403918|-0.167000924,1.17137718|-2.06460296e-07|0.107214608|0.0228997757|0.36140773|0.282331783,0.403719366|0.348322421|0.547495365,-0.0229857545|-0.204959616|-0.0262342133,0.009597172960639,0.001484631560742855,0.0019052457064390182,0.002490823157131672
8,0.45,-1.4519417207894112,0.8112173080444336,0.4524555504322052,0.15671704709529877,0.7438440918922424,0.35,1,0,0,0,0,0,0,,,,nan,0,0.7306268215179443,4.402589321136475,17.287851333618164,0.7000000476837158,1.0,0.0050802572219410536,1,1,0,0,0.05907301246316818,0.7000000476837158,filtered,0.22209806532349963,0,1,12,predictive_link_1,predictive_link_1,0,0,1,solved,osqp,8.943233383018612e-08,valid,0.0050802572219410536,0.318740963|0.00508025722|0.0739450964|0.0204053024|0.0760069466|0.0576052824,0.468740963|0.155080257|0.223945096|0.170405302|0.226006947|0.207605282,0.438740963|0.125080257|0.193945096|0.140405302|0.196006947|0.177605282,0.15|0.15|0.15|0.15|0.15|0.15,0.000614108634|0.106639946|-0.0348410864|0.147089009|0.281310007|0.274924785,-0.126830963|-0.126961062|-0.202122923|-0.198774827|-0.160274732|-0.160474805,1.148747|-8.69098592e-08|0.0588163766|0.0299353911|0.425063061|0.34487111,0.40256995|0.338074595|0.546183586,-0.0229857545|-0.204959616|-0.0262342133,0.009025880135595798,0.0014631832018494606,0.0018876111134886742,0.002091038040816784
9,0.5,-1.2662123504464284,0.7825899124145508,0.45512208342552185,0.14729194343090057,0.7113218903541565,0.35,1,0,0,0,0,0,0,,,,nan,0,0.0,14.612536430358887,372.2593688964844,0.699999988079071,1.0,-0.013447233096061217,1,1,0,0,0.05907301246316818,0.699999988079071,safe_stop_infeasible,0.6999999893774155,1,0,12,,qp_solver,0,0,0,primal infeasible,osqp,0.0,valid,-0.013447233096061217,0.31248532|-0.0134472331|0.0637166858|0.0186064201|0.0825481214|0.0638442884,0.46248532|0.136552767|0.213716686|0.16860642|0.232548121|0.213844288,0.43248532|0.106552767|0.183716686|0.13860642|0.202548121|0.183844288,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,-0.124618554|-0.128339019|-0.200890308|-0.193686883|-0.152006625|-0.15170868,1.12532273|-0.182127951|0.0539764352|-0.119261203|0.17818586|0.103668473,0.401420534|0.327826768|0.544871807,-0.0229857545|-0.204959616|-0.0262342133,0.00912900548428297,0.0014610877260565758,0.0018866602331399918,0.002141343429684639
