step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.3476295579308033,0.2037263959646225,0.2682379186153412,0.4694737195968628,0.19242256879806519,0.35,3,0,0,0,0.0,0.0,0.0,0.4815788269042969,1.0,0.2916331528559626,0,0,0,0,0.2916331528559626,0.0,safe_stop_compute_budget,0.4815788269042969,1,0,12,joint_1_acceleration_lower,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2916331528559626,0.715600027|0.730600027|0.4733891|0.291633153|0.293633153|0.336011207,0.865600027|0.880600027|0.6233891|0.441633153|0.443633153|0.486011207,0.835600027|0.850600027|0.5933891|0.411633153|0.413633153|0.456011207,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,-0.191928775|0|-0.209851323|-0.278086455|-0.278086455|-0.270530193,2.67047133|2.92240011|1.68370508|0.888446156|0.896446156|1.07351464,0.699872196|0.564369321|0.611644566,0.00321007427|-0.258181304|-0.119922251,0.15458729211241007,0.0010016774758696556,0.0011999467387795448,0.15228039678186178
1,0.1,-0.18507925162467728,0.19508394598960876,0.25976425409317017,0.4566906690597534,0.18251371383666992,0.35,3,0,0,0,0.43492332100868225,8.698466300964355,173.9693145751953,0.4819464683532715,1.0,0.2777375053401392,0,0,0,0,0.2916331528559626,0.0,filtered,0.06004325013749156,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2777375053401392,0.706058725|0.721058725|0.462959412|0.277737505|0.279737505|0.322485766,0.856058725|0.871058725|0.612959412|0.427737505|0.429737505|0.472485766,0.826058725|0.841058725|0.582959412|0.397737505|0.399737505|0.442485766,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0691234762|0.0208869559|0.0208869559|-0.0171975169,-0.189709962|0|-0.207315497|-0.277739655|-0.277739655|-0.270492031,2.63452494|2.8842349|1.71364563|0.854097322|0.862097322|1.00225352,0.700032413|0.551460385|0.605648577,0.00321007427|-0.258181304|-0.119922251,0.006111953407526016,0.0017969589680433273,0.001711161807179451,0.0024747932329773903
2,0.15000000000000002,-0.06708531640825875,0.18669813871383667,0.24619951844215393,0.44592028856277466,0.17701886594295502,0.35,3,0,0,0,0.6486087441444397,5.765425682067871,140.75450134277344,0.6486085057258606,1.0,0.26496625355452097,0,0,0,0,0.2916331528559626,0.0,filtered,5.123394000368612e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.26496625355452097,0.696629953|0.711629941|0.455989288|0.264966254|0.266966254|0.308196114,0.846629953|0.861629941|0.605989288|0.414966254|0.416966254|0.458196114,0.816629953|0.831629941|0.575989288|0.384966254|0.386966254|0.428196114,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.115354264|0.0578581587|0.0578581587|-0.00690636707,-0.187427174|0|-0.203981767|-0.277642807|-0.277642807|-0.271616203,2.59909264|2.84651977|1.73532965|0.840080366|0.848080366|0.954261887,0.70019263|0.53855145|0.599652588,0.00321007427|-0.258181304|-0.119922251,0.0034486185759305954,0.000969952903687954,0.0009589502587914467,0.0014598490670323372
3,0.2,-0.015402890378361067,0.14821051061153412,0.23260797560214996,0.43889719247817993,0.13765330612659454,0.35,3,0,0,0,0.7192299365997314,6.022632598876953,125.00298309326172,0.7210817337036133,1.0,0.2542210840628595,0,0,0,0,0.2916331528559626,0.0,filtered,0.017175565682203114,0,0,12,joint_4_acceleration_upper,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2542210840628595,0.68731695|0.70231695|0.451650063|0.254221084|0.256221084|0.294446311,0.83731695|0.85231695|0.601650063|0.404221084|0.406221084|0.444446311,0.80731695|0.82231695|0.571650063|0.374221084|0.376221084|0.414446311,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.119768527|0.13391619|0.13391619|0.0639697816,-0.185078744|0|-0.200043275|-0.277450487|-0.277450487|-0.272995931,2.56418906|2.8092678|1.7263255|0.87335004|0.88135004|0.968759094,0.700352848|0.525642514|0.5936566,0.00321007427|-0.258181304|-0.119922251,0.005297450348734856,0.0015143435448408127,0.0014597726985812187,0.0022256989032030106
4,0.25,0.07106792911710152,0.10359843820333481,0.21745076775550842,0.43542641401290894,0.09242086112499237,0.35,3,0,0,0,0.7997766137123108,5.994748592376709,134.4821014404297,0.7975590825080872,1.0,0.24725138805779412,0,0,0,0,0.2916331528559626,0.0,filtered,0.03468588239016747,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.24725138805779412,0.678123042|0.693123042|0.447719813|0.247251388|0.249251388|0.284096172,0.828123042|0.843123042|0.597719813|0.397251388|0.399251388|0.434096172,0.798123042|0.813123042|0.567719813|0.367251388|0.369251388|0.404096172,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0924236497|0.205447896|0.205447896|0.135677154,-0.182663001|0|-0.196317792|-0.277058063|-0.277058063|-0.273190588,2.52982917|2.77249217|1.68698511|0.917395385|0.925395385|0.998871253,0.700513065|0.512733579|0.587660611,0.00321007427|-0.258181304|-0.119922251,0.0041314903646707535,0.0014623980969190598,0.0009957337751984596,0.0015955884009599686
5,0.30000000000000004,0.11443805049355346,0.07678382843732834,0.20214231312274933,0.43460744619369507,0.06908321380615234,0.35,3,0,0,0,0.8986700773239136,5.106148719787598,34.919883728027344,0.8986697196960449,1.0,0.24380033210573715,0,0,0,0,0.2916331528559626,0.0,filtered,6.547890617927016e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.24380033210573715,0.669051636|0.684051636|0.442648746|0.243800332|0.245800332|0.277100414,0.819051636|0.834051636|0.592648746|0.393800332|0.395800332|0.427100414,0.789051636|0.804051636|0.562648746|0.363800332|0.365800332|0.397100414,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0602860362|0.257384517|0.257384517|0.188587749,-0.180178277|0|-0.193594483|-0.276911736|-0.276911736|-0.272430446,2.49602827|2.73620654|1.63728654|0.95567411|0.96367411|1.02455896,0.700673282|0.499824643|0.581664622,0.00321007427|-0.258181304|-0.119922251,0.005478323437273502,0.0016739340499043465,0.0016279937699437141,0.002074969932436943
6,0.35000000000000003,0.06615552778197412,0.09913050383329391,0.18895018100738525,0.43097740411758423,0.0868004560470581,0.35,3,0,0,0,0.878890335559845,2.771289587020874,108.96160888671875,0.8788898587226868,1.0,0.24295654705347947,0,0,0,0,0.2916331528559626,0.0,filtered,8.589096610213987e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.24295654705347947,0.660106221|0.675106221|0.436149883|0.242956547|0.244956547|0.27294489,0.810106221|0.825106221|0.586149883|0.392956547|0.394956547|0.42294489,0.780106221|0.795106221|0.556149883|0.362956547|0.364956547|0.39294489,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0423431592|0.201766451|0.201766451|0.137905799,-0.177622914|0|-0.191872932|-0.27708993|-0.27708993|-0.273491652,2.46280197|2.70042489|1.59506976|0.89650271|0.90450271|0.956193707,0.700833499|0.486915708|0.575668633,0.00321007427|-0.258181304|-0.119922251,0.005697034299373627,0.0018010372295975685,0.001683894544839859,0.0021020108833909035
7,0.4,0.07375624005181153,0.13633576035499573,0.1738627552986145,0.42630380392074585,0.12300132215023041,0.35,3,0,0,0,0.9311767816543579,3.201791524887085,84.62625122070312,0.9311762452125549,1.0,0.23931941121908795,0,0,0,0,0.2916331528559626,0.0,filtered,8.771750030628061e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.23931941121908795,0.651290371|0.666290371|0.428767848|0.239319411|0.241319411|0.26635089,0.801290371|0.816290371|0.578767848|0.389319411|0.391319411|0.41635089,0.771290371|0.786290371|0.548767848|0.359319411|0.361319411|0.38635089,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0703388502|0.180362265|0.180362265|0.092579034,-0.174995268|0|-0.189987328|-0.277136807|-0.277136807|-0.274871825,2.43016622|2.66516149|1.59542291|0.860503103|0.868503103|0.88311077,0.700993717|0.474006772|0.569672644,0.00321007427|-0.258181304|-0.119922251,0.005269553512334824,0.001414276659488678,0.0015767011791467667,0.002184990793466568
8,0.45,0.09564369858434232,0.14984555542469025,0.15739880502223969,0.4222831726074219,0.13534274697303772,0.35,3,0,0,0,1.031445860862732,3.6236488819122314,31.556772232055664,1.0314451456069946,1.0,0.23470785477069478,0,0,0,0,0.2916331528559626,0.0,filtered,1.2026666390402173e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.23470785477069478,0.642607742|0.657607742|0.422827839|0.234707855|0.236707855|0.257528902,0.792607742|0.807607742|0.572827839|0.384707855|0.386707855|0.407528902,0.762607742|0.777607742|0.542827839|0.354707855|0.356707855|0.377528902,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.103456691|0.193182915|0.193182915|0.0801056687,-0.172293719|0|-0.187337848|-0.27668317|-0.27668317|-0.276568903,2.39813725|2.63043097|1.6074302|0.855331164|0.863331164|0.833652373,0.701153934|0.461097836|0.563676655,0.00321007427|-0.258181304|-0.119922251,0.005857793614268303,0.0018271300941705704,0.0016893614083528519,0.0022369055077433586
9,0.5,0.10637503490234193,0.11311690509319305,0.14289657771587372,0.42070573568344116,0.09770148247480392,0.35,3,0,0,0,1.0847055912017822,2.663245677947998,67.44115447998047,1.0847046375274658,1.0,0.2308481012310879,0,0,0,0,0.2916331528559626,0.0,filtered,1.5558944986514784e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.2308481012310879,0.634062066|0.649062063|0.418689109|0.230848101|0.232848101|0.248082246,0.784062066|0.799062063|0.568689109|0.380848101|0.382848101|0.398082246,0.754062066|0.769062063|0.538689109|0.350848101|0.352848101|0.368082246,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.109774367|0.242709776|0.242709776|0.134908652,-0.169516674|0|-0.183944312|-0.275516445|-0.275516445|-0.278453767,2.36673159|2.59624825|1.60058649|0.890585736|0.898585736|0.848783869,0.701314151|0.448188901|0.557680666,0.00321007427|-0.258181304|-0.119922251,0.003400040790438652,0.000949585810303688,0.0009619779884815216,0.0014273226261138916
