step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,safety_filter_solve_time_s
0,0.05,-0.05284471835450859,0.08705705404281616,0.07339630275964737,0.4126121401786804,0.08061064779758453,0.35,3,0,0,0,0.3458285331726074,6.916570663452148,138.33140563964844,0.37968695163726807,filtered,0.042505463647854166,0,0,12,joint_5_acceleration_lower,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2753840987369408,0.004887090064585209
1,0.1,-0.11950065598404508,0.0964072123169899,0.07383529841899872,0.4100443124771118,0.0896628201007843,0.35,3,0,0,0,0.5582227110862732,6.548449993133545,150.72792053222656,0.5582219362258911,filtered,1.2265183362312993e-06,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.27216506470361057,0.004888126626610756
2,0.15000000000000002,-0.15913400301773906,0.09265928715467453,0.07681311666965485,0.4081789255142212,0.08563081175088882,0.35,3,0,0,0,0.6299570798873901,3.2763967514038086,125.81848907470703,0.6299570798873901,passthrough,1.1506943400580523e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.26965555864864654,0.0027418844401836395
3,0.2,-0.21577934899795054,0.11217007040977478,0.0817604809999466,0.40415310859680176,0.10477622598409653,0.35,3,0,0,0,0.5540798902511597,3.445530414581299,85.02625274658203,0.5540798902511597,passthrough,1.0563678562600893e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.26786546766301833,0.004521378315985203
4,0.25,-0.1907051398961812,0.10404015332460403,0.08570432662963867,0.400657594203949,0.09632086753845215,0.35,3,0,0,0,0.5802367925643921,3.1389522552490234,77.71185302734375,0.5802367329597473,filtered,1.4624620013665856e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.26389311924052006,0.002788003534078598
5,0.30000000000000004,-0.23536618020150157,0.1290348470211029,0.09066297858953476,0.3957054018974304,0.12087336927652359,0.35,3,0,0,0,0.6391565203666687,2.521996259689331,86.32178497314453,0.6391565203666687,passthrough,1.3337520873946566e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2604605595595611,0.002940082922577858
6,0.35000000000000003,-0.20250252047503592,0.12577185034751892,0.09384489804506302,0.3910811245441437,0.11718445271253586,0.35,2,0,0,0,0.6455428600311279,4.292307376861572,111.51593780517578,0.6455425024032593,filtered,5.32369594248411e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.25556106209913665,0.004247214645147324
7,0.4,-0.21822713595898932,0.1445065438747406,0.09687274694442749,0.384369820356369,0.1353999227285385,0.35,2,0,0,0,0.6864327788352966,2.1228604316711426,90.51522827148438,0.686432421207428,filtered,4.69391978835197e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.25102254356195824,0.0045226700603961945
8,0.45,-0.2180279652664017,0.13979776203632355,0.10008185356855392,0.3782065212726593,0.13018850982189178,0.35,2,0,0,0,0.725987434387207,2.0821361541748047,57.3643798828125,0.7259872555732727,filtered,2.0895101040126562e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.24560409394420807,0.0041417451575398445
9,0.5,-0.24091684704954588,0.14854605495929718,0.10400193929672241,0.3718729615211487,0.138383150100708,0.35,2,0,0,0,0.7651613354682922,1.3283156156539917,49.428070068359375,0.7651612758636475,filtered,1.2751975638834227e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.23985194298469398,0.004712295718491077
10,0.55,-0.26852823036662615,0.1510545015335083,0.1091969758272171,0.3657104969024658,0.14031769335269928,0.35,2,0,0,0,0.7896140813827515,1.0729036331176758,16.315162658691406,0.7896140813827515,passthrough,1.4404944646695223e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.23346320418698446,0.004238823428750038
11,0.6000000000000001,-0.3001673818258962,0.15532755851745605,0.11574852466583252,0.3596319258213043,0.14398716390132904,0.35,2,0,0,0,0.8092909455299377,1.0793622732162476,6.037306308746338,0.8092909455299377,passthrough,1.4680654042736897e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.22723955603781365,0.004362612962722778
12,0.65,-0.3336345158737767,0.15762920677661896,0.12381809204816818,0.35373950004577637,0.14566655457019806,0.35,2,0,0,0,0.8303341269493103,0.9552820324897766,6.864927291870117,0.8303341269493103,passthrough,1.5009661441369166e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.22109172546394046,0.004117305390536785
13,0.7000000000000001,-0.3602487601317674,0.15856632590293884,0.1330515742301941,0.34809809923171997,0.1459740847349167,0.35,2,0,0,0,0.8445920944213867,0.8620449304580688,6.458837985992432,0.8445920348167419,filtered,1.1714141361541619e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2151250171737069,0.004191632382571697
14,0.75,-0.3796345165864563,0.16101644933223724,0.14292290806770325,0.3426303267478943,0.1477823406457901,0.35,2,0,0,0,0.8535313010215759,0.8952255249023438,6.309991836547852,0.8535311818122864,filtered,2.253442431951683e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.20940971240013168,0.004204962402582169
15,0.8,-0.39242637225560006,0.16721028089523315,0.1528351902961731,0.3371638357639313,0.15330252051353455,0.35,2,0,0,0,0.8596606254577637,0.8821590542793274,7.103147983551025,0.8596605062484741,filtered,3.052126282482263e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.20386994723851637,0.002914770506322384
16,0.8500000000000001,-0.4058066553490315,0.17253541946411133,0.1628437638282776,0.3317504823207855,0.15792851150035858,0.35,2,0,0,0,0.8651396036148071,0.8984958529472351,5.306793689727783,0.8651394248008728,filtered,3.260506235952298e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.19833223638608338,0.0027328114956617355
17,0.9,-0.40845193019328807,0.18149490654468536,0.17215219140052795,0.3262445032596588,0.16614672541618347,0.35,2,0,0,0,0.8522807955741882,1.1514049768447876,11.83163833618164,0.8522805571556091,filtered,3.377242316304616e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.19285015320036158,0.004576611332595348
