step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s
0,0.05,-0.4700532319672595,0.12130019068717957,0.47744667530059814,0.453264981508255,0.11942325532436371,0.35,2,0,0,0,0.45925140380859375,9.185028076171875,183.7005615234375,0.534983217716217,1.0,0.3232163606644369,0,0,0,0,0.3232163606644369,0.0,filtered,0.07928864253492737,0,0,12,joint_4_acceleration_upper,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.3232163606644369,0.430930615|0.445930602|0.323216361|0.327138928|0.426704923|0.44783057,0.550930615|0.565930602|0.443216361|0.447138928|0.546704923|0.56783057,0.550930615|0.565930602|0.443216361|0.447138928|0.546704923|0.56783057,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.00435409043|-0.01314667|-0.095489093|-0.115317846,-0.074290503|0|-0.0990604607|-0.106712917|-0.12303701|-0.122886091,1.64943196|1.78372241|1.19815907|1.18869613|1.48829359|1.55311834,0.419372022|-0.490368366|0.378715634,0.0159300864|0.12321832|-0.000949434645,0.004393774084746838
1,0.1,-0.3990908510473449,0.16344408690929413,0.4661385416984558,0.44920310378074646,0.1613263487815857,0.35,2,0,0,0,0.7921584844589233,6.799182891845703,63.816097259521484,0.7921576499938965,1.0,0.31844875106878284,0,0,0,0,0.3232163606644369,0.0,filtered,1.2367473998380938e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.31844875106878284,0.427233961|0.442233956|0.318448751|0.321056897|0.416004775|0.436194511,0.547233961|0.562233956|0.438448751|0.441056897|0.536004775|0.556194511,0.547233961|0.562233956|0.438448751|0.441056897|0.536004775|0.556194511,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0188203679|-0.0137339372|-0.144603677|-0.177895881,-0.073572196|0|-0.098027942|-0.106993184|-0.12276356|-0.122734202,1.63536365|1.76893582|1.19458743|1.16350047|1.39665186|1.44414796,0.420168459|-0.484207511|0.37866807,0.0159300864|0.12321832|-0.000949434645,0.003515021875500679
2,0.15000000000000002,-0.3215579993285798,0.17955562472343445,0.45129087567329407,0.44553685188293457,0.17714981734752655,0.35,3,0,0,0,0.8378405570983887,4.397106170654297,156.86376953125,0.8378405570983887,1.0,0.31461507133986016,0,0,0,0,0.3232163606644369,0.0,passthrough,7.78618021343287e-10,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.31461507133986016,0.42357351|0.43857351|0.314615071|0.314978509|0.402913818|0.421426064,0.54357351|0.55857351|0.434615071|0.434978509|0.522913818|0.541426064,0.54357351|0.55857351|0.434615071|0.434978509|0.522913818|0.541426064,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0392027364|-0.00589483295|-0.154241208|-0.201821119,-0.0728423462|0|-0.0964579384|-0.107295619|-0.122196814|-0.122409672,1.62145169|1.75429404|1.20120508|1.14672358|1.33521725|1.36147346,0.420964897|-0.478046656|0.378620505,0.0159300864|0.12321832|-0.000949434645,0.00398536492139101
3,0.2,-0.25098236158171355,0.1965198814868927,0.4332861602306366,0.44026291370391846,0.19377091526985168,0.35,3,0,0,0,0.8789445161819458,5.543973922729492,59.28749465942383,0.879740297794342,1.0,0.30941558875797526,0,0,0,0,0.3232163606644369,0.0,filtered,0.02256819166127912,0,0,12,joint_3_acceleration_upper,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.30941558875797526,0.419949842|0.434949842|0.312030821|0.309415589|0.389569714|0.405642372,0.539949842|0.554949842|0.432030821|0.429415589|0.509569714|0.525642372,0.539949842|0.554949842|0.432030821|0.429415589|0.509569714|0.525642372,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0567751645|-0.00243246594|-0.161362792|-0.22543352,-0.072100823|0|-0.0944992338|-0.107379487|-0.121299691|-0.121867413,1.60769855|1.73979937|1.21039921|1.1278504|1.27561637|1.27526856,0.421761334|-0.4718858|0.378572941,0.0159300864|0.12321832|-0.000949434645,0.004157735966145992
4,0.25,-0.1947724628764974,0.2105083465576172,0.413345605134964,0.43519270420074463,0.2073604315519333,0.35,3,0,0,0,0.9863712191581726,3.85347843170166,97.29800415039062,0.9863710999488831,1.0,0.3041604469449619,0,0,0,0,0.3232163606644369,0.0,filtered,2.5206911891907457e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.3041604469449619,0.416363543|0.431363543|0.310538756|0.304160447|0.376138974|0.388899345,0.536363543|0.551363543|0.430538756|0.424160447|0.496138974|0.508899345,0.536363543|0.551363543|0.430538756|0.424160447|0.496138974|0.508899345,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0736737812|-0.000186894036|-0.163817404|-0.242517353,-0.0713474988|0|-0.0922533799|-0.107210533|-0.120007248|-0.121029536,1.59410668|1.72545417|1.22357543|1.10924436|1.22073124|1.19205049,0.422557771|-0.465724945|0.378525376,0.0159300864|0.12321832|-0.000949434645,0.003932475112378597
5,0.30000000000000004,-0.1540840511437662,0.21504104137420654,0.39279407262802124,0.4305548667907715,0.21145594120025635,0.35,3,0,0,0,1.0366156101226807,1.99054753780365,50.0672607421875,1.0366156101226807,1.0,0.29915299447433297,0,0,0,0,0.3232163606644369,0.0,passthrough,9.406780737581218e-10,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.29915299447433297,0.412815208|0.427815208|0.310066568|0.299152994|0.362765446|0.37155458,0.532815208|0.547815208|0.430066568|0.419152994|0.482765446|0.49155458,0.532815208|0.547815208|0.430066568|0.419152994|0.482765446|0.49155458,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0920621777|0.00662182041|-0.164206985|-0.241541534,-0.0705822491|0|-0.0898083152|-0.106734272|-0.118615506|-0.119817501,1.58067858|1.71126083|1.24252013|1.09649953|1.16823929|1.12485929,0.423354208|-0.45956409|0.378477812,0.0159300864|0.12321832|-0.000949434645,0.003622904419898987
6,0.35000000000000003,-0.12183201991718484,0.21568192541599274,0.37215808033943176,0.4264911413192749,0.2116343379020691,0.35,3,0,0,0,1.0384728908538818,2.438610553741455,39.714500427246094,1.0384728908538818,1.0,0.294631267673543,0,0,0,0,0.3232163606644369,0.0,passthrough,9.3274525443774e-10,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.294631267673543,0.409305435|0.424305435|0.310659733|0.294631268|0.348982138|0.354492816,0.529305435|0.544305435|0.430659733|0.414631268|0.468982138|0.474492816,0.529305435|0.544305435|0.430659733|0.414631268|0.468982138|0.474492816,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.110537463|0.0164960787|-0.17744186|-0.231533129,-0.069804953|0|-0.0872551825|-0.105888776|-0.117386264|-0.118206422,1.56741679|1.69722174|1.26592121|1.08913237|1.10110043|1.06823171,0.424150646|-0.453403234|0.378430247,0.0159300864|0.12321832|-0.000949434645,0.003697752021253109
7,0.4,-0.09385039489780418,0.21618768572807312,0.35156193375587463,0.42311644554138184,0.21154893934726715,0.35,3,0,0,0,1.0511844158172607,3.4666426181793213,26.261226654052734,1.0511842966079712,1.0,0.2907368182008837,0,0,0,0,0.3232163606644369,0.0,filtered,1.3355756966421341e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2907368182008837,0.405834829|0.420834827|0.312293353|0.290736818|0.334612874|0.338122556,0.525834829|0.540834827|0.432293353|0.410736818|0.454612874|0.458122556,0.525834829|0.540834827|0.432293353|0.410736818|0.454612874|0.458122556,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.128231088|0.0287857916|-0.191266236|-0.217125203,-0.0690154929|0|-0.0846733932|-0.104677943|-0.115861939|-0.11623438,1.55432382|1.68333931|1.29273111|1.08705512|1.03132332|1.01913064,0.424947083|-0.447242379|0.378382683,0.0159300864|0.12321832|-0.000949434645,0.004002976231276989
8,0.45,-0.06805490528679259,0.2160002589225769,0.3310580849647522,0.42040133476257324,0.21086186170578003,0.35,3,0,0,0,1.0746502876281738,4.387497425079346,32.30137252807617,1.0746498107910156,1.0,0.2875822106433341,0,0,0,0,0.3232163606644369,0.0,filtered,7.276494309816977e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2875822106433341,0.402404003|0.417404|0.31490393|0.287582211|0.319634204|0.322634204,0.522404003|0.537404|0.43490393|0.407582211|0.439634204|0.442634204,0.522404003|0.537404|0.43490393|0.407582211|0.439634204|0.442634204,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.144077725|0.0408368834|-0.202797947|-0.202797947,-0.0682137559|0|-0.0821258943|-0.103119868|-0.113955355|-0.113955355,1.54140225|1.669616|1.32156755|1.08804586|0.961783514|0.973783514,0.42574352|-0.441081524|0.378335118,0.0159300864|0.12321832|-0.000949434645,0.0039309365674853325
9,0.5,-0.04802137261847925,0.21823517978191376,0.3107413947582245,0.4181949496269226,0.21258266270160675,0.35,3,0,0,0,1.1167309284210205,4.864347457885742,29.9764347076416,1.1167303323745728,1.0,0.2851276132360966,0,0,0,0,0.3232163606644369,0.0,filtered,1.2213239693718615e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2851276132360966,0.399013571|0.414013564|0.318376902|0.285127613|0.304979825|0.307979825,0.519013571|0.534013564|0.438376902|0.405127613|0.424979825|0.427979825,0.519013571|0.534013564|0.438376902|0.405127613|0.424979825|0.427979825,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.157474073|0.0503189953|-0.190868917|-0.190868917,-0.0673996331|0|-0.0796657786|-0.101288378|-0.111463268|-0.111463268,1.52865465|1.65605426|1.3513159|1.08954107|0.917587113|0.929587113,0.426539958|-0.434920669|0.378287554,0.0159300864|0.12321832|-0.000949434645,0.0028643589466810226
10,0.55,-0.027594434632484316,0.2137826532125473,0.29092252254486084,0.41411420702934265,0.20763084292411804,0.35,4,0,0,0,1.1652899980545044,3.577223777770996,30.826580047607422,1.1652895212173462,1.0,0.2832076053266195,0,0,0,0,0.3232163606644369,0.0,filtered,1.032631719782072e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2832076053266195,0.395664156|0.410664156|0.322570251|0.283207605|0.290998923|0.293998923,0.515664156|0.530664156|0.442570251|0.403207605|0.410998923|0.413998923,0.515664156|0.530664156|0.442570251|0.403207605|0.410998923|0.413998923,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.167725049|0.0617805923|-0.171211245|-0.171211245,-0.0665730203|0|-0.0773327601|-0.099283539|-0.108864419|-0.108864419,1.5160836|1.64265662|1.38067329|1.09532747|0.883920029|0.895920029,0.427336395|-0.428759813|0.378239989,0.0159300864|0.12321832|-0.000949434645,0.0027555394917726517
11,0.6000000000000001,-0.0020892763151394433,0.19045351445674896,0.2722077965736389,0.4029259979724884,0.1838991791009903,0.35,4,0,0,0,1.1689611673355103,1.7511719465255737,61.828243255615234,1.1689610481262207,1.0,0.2781054395177991,0,0,0,0,0.3232163606644369,0.0,filtered,6.451665255722373e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2781054395177991,0.392356386|0.407356386|0.327311347|0.281940099|0.27810544|0.28110544,0.512356386|0.527356386|0.447311347|0.401940099|0.39810544|0.40110544,0.512356386|0.527356386|0.447311347|0.401940099|0.39810544|0.40110544,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.174572953|0.0817089727|-0.131923471|-0.131923471,-0.0657338189|0|-0.0751542716|-0.0970922254|-0.106131494|-0.106131494,1.50369172|1.62942554|1.40866407|1.11237714|0.874366793|0.886366793,0.428132832|-0.422598958|0.378192425,0.0159300864|0.12321832|-0.000949434645,0.004006574861705303
12,0.65,0.0179326489658726,0.16295941174030304,0.2549200654029846,0.39384087920188904,0.15612226724624634,0.35,4,0,0,0,1.1596812009811401,1.7849955558776855,19.749011993408203,1.159680962562561,1.0,0.26735883459681287,0,0,0,0,0.3232163606644369,0.0,filtered,5.30016728615634e-07,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.26735883459681287,0.389090891|0.404090891|0.332419734|0.281817757|0.267358835|0.270358835,0.509090891|0.524090891|0.452419734|0.401817757|0.387358835|0.390358835,0.509090891|0.524090891|0.452419734|0.401817757|0.387358835|0.390358835,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.177899808|0.10084891|-0.0923762836|-0.0923762836,-0.0648819353|0|-0.0731429301|-0.0946074065|-0.103081663|-0.103081663,1.49148163|1.61636356|1.43443581|1.13351253|0.873977392|0.885977392,0.428929269|-0.416438103|0.37814486,0.0159300864|0.12321832|-0.000949434645,0.004015693441033363
13,0.7000000000000001,0.03256733189478353,0.13135842978954315,0.23943835496902466,0.3868643045425415,0.1243738904595375,0.35,4,0,0,0,1.1401426792144775,0.9141907095909119,34.229915618896484,1.1401426792144775,1.0,0.25875523366463316,0,0,0,0,0.3232163606644369,0.0,filtered,1.1858458371884062e-07,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.25875523366463316,0.385868308|0.400868308|0.337712485|0.282787133|0.258755234|0.261755234,0.505868308|0.520868308|0.457712485|0.402787133|0.378755234|0.381755234,0.505868308|0.520868308|0.457712485|0.402787133|0.378755234|0.381755234,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.17770319|0.121144044|-0.0527320234|-0.0527320234,-0.0640172821|0|-0.0713003965|-0.0919097488|-0.099759451|-0.099759451,1.47945595|1.60347323|1.45725273|1.16038283|0.88252946|0.89452946,0.429725707|-0.410277247|0.378097296,0.0159300864|0.12321832|-0.000949434645,0.0037993164733052254
