episode,reward,cost,length,success,collision,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
10,-52.80427190941461,45.869969522580504,199,1,0,0,0.04926374554634094,9.950000000000001,0.15400461852550507,0.21192047161859784,0.537024199962616,0,0.0,0.8542713567839196,0.13224060191798886,0.0,0.0,0.0,0.0,0.9899497487437185,0.0,0.0,0.0,0.003143808160489092,0.003793140138550919,0.005964551120996475,0.00102477363923836,0.0009643580277810743,0.0014953764632868408,0.1452646374576093,1.5004814863204956,26.365276336669922,1,1,62,3.1,0,0.20369317730438674
11,8.48536767877459,9.59589870274067,57,1,0,0,0.053704164922237396,2.85,0.26984450221061707,0.15454161402426267,0.2507801353931427,0,0.0,0.5263157894736842,0.006779172360663458,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1151091593705427,0.003594479376548215,0.004886243492364883,0.0010283181541844418,0.0010074175109988765,0.0014933486910242784,0.18681762387093745,1.7093874216079712,47.340248107910156,0,0,0,0.0,0,0.16784555358164743
12,-25.794416182032,25.86089014261961,96,1,0,0,0.05396011844277382,4.800000000000001,0.1764957457780838,0.24797264048053572,0.39456528425216675,0,0.0,0.5208333333333334,0.00605478929539072,0.0,0.0,0.0,0.0,0.9895833333333334,0.0,0.0,0.0,0.00894657053844597,0.003161682039111232,0.004319089464843273,0.0008214615033163378,0.0007883822351383666,0.0012742876424454153,0.12294648810348008,1.3517329692840576,30.984874725341797,1,1,33,1.6500000000000001,0,0.300266770010418
13,-2.3738815029093736,22.342728719115257,110,1,0,0,0.05341733247041702,5.5,0.20841141045093536,0.19893021055243232,0.3298492729663849,0,0.0,0.38181818181818183,0.017227593341184982,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05841138369591023,0.003941487368534911,0.006232324056327343,0.0011054625988683917,0.0010740858502686023,0.001587754547257315,0.1291539915668016,1.2939037084579468,26.268226623535156,1,1,13,0.65,0,0.12732721899058416
14,-73.76773277100841,40.49075967259705,240,0,0,0,0.22437316179275513,12.0,0.16059450805187225,0.1612781238509342,0.49870535731315613,0,0.0,0.775,0.10175659671507473,0.0,0.0,0.0,0.0,0.9791666666666666,0.0,0.0,0.0,0.005962922941642385,0.003982941825718929,0.006208510138094425,0.0011147696059197187,0.001063671133791407,0.0016123182838782668,0.10446534698518614,1.1010715961456299,18.938764572143555,1,1,34,1.7000000000000002,0,0.2054846579334847
15,-65.44102726218213,44.52090930752456,240,0,0,0,0.241460382938385,12.0,0.19767634570598602,0.1750210859036694,0.5191842913627625,0,0.0,0.5833333333333334,0.02506884756021015,0.0,0.0,0.0,0.0,0.9958333333333333,0.0,0.0,0.0,0.02704834830060049,0.004172688214263569,0.006811443716287613,0.0011643825758559008,0.0011187032680027187,0.0016429203446023167,0.19622262601236193,1.8969265222549438,59.981842041015625,1,1,50,2.5,0,0.029018166766859865
16,2.085803153360896,11.621023843064904,113,1,0,0,0.04783140867948532,5.65,0.269578218460083,0.10049154655595796,0.2801842987537384,0,0.0,0.8407079646017699,0.08113250665990733,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11957823324029751,0.004230407824888166,0.006058650091290474,0.0012140389927456864,0.0011829222610170863,0.0017581217946995675,0.1221157314041547,1.2940245866775513,21.296451568603516,0,0,0,0.0,0,0.25450318340892064
17,-56.230186619895825,39.961300794035196,240,0,0,0,0.08967255800962448,12.0,0.21086566150188446,0.16033578868955373,0.38231027126312256,0,0.0,0.7291666666666666,0.0667867731717238,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.05797877967881518,0.004600174822068463,0.007186843082308769,0.0013257769828972717,0.0012795542444412908,0.0018335480708628893,0.10587348245996206,1.1002143621444702,28.101091384887695,1,1,19,0.9500000000000001,0,0.2665228116481846
18,18.20083685334602,4.504540823400021,28,1,0,0,0.04899313300848007,1.4000000000000001,0.29284167289733887,0.149904410221747,0.20893460512161255,0,0.0,0.7142857142857143,0.014111247954155777,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13592716548099626,0.004982453272012728,0.005934544838964939,0.0014751617064965622,0.0013734217999236925,0.002040210446076734,0.19778480247727462,1.8001359701156616,28.215396881103516,0,0,0,0.0,0,0.24000800205624673
19,-81.69385697378351,38.16987372748554,240,0,0,0,0.4505195915699005,12.0,0.2040073424577713,0.15277189178547512,0.43148118257522583,0,0.0,0.6,0.046297911895913924,0.0,0.0,0.0,0.0,0.975,0.0,0.0,0.0,0.05400732270013245,0.005234583568138381,0.009972816333174706,0.001502396985112379,0.0014546009168649712,0.002053976738049338,0.11434596426600668,1.255262017250061,35.018428802490234,1,1,28,1.4000000000000001,0,0.4279042768833715
