step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_rejection_counts,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-1.2230686571254923,0.2586686313152313,0.39018598198890686,0.30930203199386597,0.17370004951953888,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.45287781953811646,9.05755615234375,181.151123046875,1.425588607788086,1.425588607788086,0.39709154553318526,0.39018598198890686,0.006905563544278404,0.5326222894273379,0.16952518246000456,0.4840218621695818,0.14016210467196719,0.34385975749761466,0.48402187170051886,0,0,disabled,0.0,1,TRACK,direct_path,0,0.25473051401786506,0.25473051401786506,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 63}",-0.023902452530297616,0.1356806528568049,0.0,not_enabled,0,0,1,0,0,0,1,2,1.0,0.5974528038622936,1.425588607788086,0.0,1.0,0.135592448617967,0,0,0,0,0.135592448617967,0.0,filtered,osqp optimal,1.0017530340424097,0,0,12,joint_3_acceleration_lower|joint_5_acceleration_lower|joint_0_acceleration_upper|joint_2_acceleration_upper|joint_4_acceleration_upper,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.135592448617967,0.9609859810769285,0|0|0|0|0|0,,,,,,,,,,0.01119339291471988,0.002597730024717748,0.0014349559787660837,0.002024938934482634
1,0.1,-1.667005655820343,0.40643590688705444,0.3763817250728607,0.299911230802536,0.28832778334617615,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.8261287212371826,8.007650375366211,87.92750549316406,1.415093183517456,1.415093183517456,0.3901859892821425,0.3763817250728607,0.013804264209281769,0.5288813998868377,0.3088797641631836,0.48496351888366,0.27792582542086003,0.2070376934628,0.48496352794844805,0,0,disabled,0.0,1,TRACK,direct_path,0,0.25473051401786506,0.25473051401786506,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 63}",-0.023902452530297616,0.1356806528568049,0.702694331709559,filtered,0,0,1,0,0,0,1,2,1.0,0.4884936894639452,1.415093183517456,0.0,1.0,0.11815899031423124,0,0,0,0,0.135592448617967,0.0,filtered,osqp optimal,0.5999999386661938,0,0,12,joint_3_acceleration_lower|joint_0_acceleration_upper|joint_2_acceleration_upper|joint_4_acceleration_upper,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.11815899031423124,0.9600407232130677,0|0.0397613429|0.155954183|0.155954183|0.169701754|0.169701754,,,,,,,,,,0.012048653909005225,0.0028198290383443236,0.0015067999484017491,0.0019215440843254328
2,0.15000000000000002,-1.8896668771188991,0.4822006821632385,0.35962167382240295,0.2878531813621521,0.339966744184494,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.091713786125183,6.236645698547363,75.39215850830078,1.2049227952957153,1.2049227952957153,0.37638171558123645,0.35962167382240295,0.0167600417588335,0.3678643603864594,0.36497552683728496,0.33319389333174326,0.3340790121774379,-0.0008851188456946435,0.33319388492923313,0,0,disabled,0.0,1,TRACK,direct_path,0,0.25473051401786506,0.25473051401786506,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 63}",-0.023902452530297616,0.1356806528568049,0.42400030305763425,filtered,0,0,1,0,0,0,1,2,1.0,0.33626407075608333,1.2049227952957153,0.0,1.0,0.09380225132097333,0,0,0,0,0.135592448617967,0.0,filtered,osqp optimal,0.14142133109529562,0,0,12,joint_3_acceleration_lower|joint_4_acceleration_upper,predictive_link_2,,,0,0,1,solved,osqp,0.0,valid,0.09380225132097333,0.9578064268547785,0|0.0567168117|0.278214678|0.278214678|0.309467974|0.309467974,,,,,,,,,,0.013805886963382363,0.00332307699136436,0.0020672519458457828,0.0020621729781851172
3,0.2,-1.8490253372372456,0.45957881212234497,0.3467618227005005,0.27810508012771606,0.3206721544265747,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0300700664520264,4.122966766357422,154.75930786132812,1.0300700664520264,1.0300700664520264,0.3596216701633395,0.3467618227005005,0.012859847462839025,0.28290029405209827,0.28290028339864737,0.25687071805231376,0.25687070231296383,1.5739349934484892e-08,0.2568707154387164,0,0,disabled,0.0,1,TRACK,direct_path,0,0.25473051401786506,0.25473051401786506,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 63}",-0.023902452530297616,0.1356806528568049,0.11736962040010838,filtered,0,0,1,0,0,0,1,2,1.0,0.22685363038619635,1.0300700664520264,0.0,1.0,0.07629658086179142,0,0,0,0,0.135592448617967,0.0,filtered,osqp optimal,3.264439661530805e-08,0,0,12,joint_4_velocity_upper,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.07629658086179142,0.955972786615068,1.68176872e-18|0.0649228923|0.324565148|0.324565148|0.365270002|0.365270002,,,,,,,,,,0.012068979092873633,0.0035825709346681833,0.001342390081845224,0.0017522540874779224
4,0.25,-1.9079058865739684,0.4773321747779846,0.33426633477211,0.2687971889972687,0.3305013179779053,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0108187198638916,0.5291979908943176,75.05271911621094,1.0108187198638916,1.0108187198638916,0.34676182156184976,0.33426633477211,0.012495486789739774,0.2735604210808693,0.2735604100937321,0.24969206883537404,0.24969205295072827,1.5884645765407157e-08,0.24969206801546817,0,0,disabled,0.0,1,TRACK,direct_path,0,0.25473051401786506,0.25473051401786506,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 63}",-0.023902452530297616,0.1356806528568049,3.169143311556312e-08,filtered,0,0,1,0,0,0,1,2,1.0,0.2043938322168272,1.0108187198638916,0.0,1.0,0.07270301315469235,0,0,0,0,0.135592448617967,0.0,filtered,osqp optimal,3.3649407480476375e-08,0,0,12,joint_4_velocity_upper,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.07270301315469235,0.9552989900468754,6.27017845e-19|0.0485982509|0.242614004|0.242614004|0.282137314|0.282137314,,,,,,,,,,0.011469330987893045,0.002967064967378974,0.001367939985357225,0.001739606959745288
5,0.30000000000000004,-1.9703480412878687,0.49528586864471436,0.3221350312232971,0.2599218487739563,0.3406171202659607,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9925575852394104,0.5106261372566223,0.3714378774166107,0.9925575852394104,0.9925575852394104,0.3342663408127167,0.3221350312232971,0.012131309589419603,0.2644019019414067,0.26440189104648787,0.2425079836579009,0.24250796769295874,1.5964942173818386e-08,0.24250798804032056,0,0,disabled,0.0,1,TRACK,direct_path,0,0.25473051401786506,0.25473051401786506,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 63}",-0.023902452530297616,0.1356806528568049,3.3289260298827193e-08,filtered,0,0,1,0,0,0,1,2,1.0,0.15460837924392223,0.9925575852394104,0.0,1.0,0.06473734067902756,0,0,0,0,0.135592448617967,0.0,filtered,osqp optimal,3.6604178334433706e-08,0,0,12,joint_4_velocity_upper,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.06473734067902756,0.9545213523092105,6.05074243e-19|0.04706903|0.234635733|0.234635733|0.272691685|0.272691685,,,,,,,,,,0.011974339955486357,0.0031587600242346525,0.0016188829904422164,0.0021555389976128936
6,0.35000000000000003,-2.0343708351006557,0.5133802890777588,0.3103667199611664,0.2514697313308716,0.35099321603775024,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9752455949783325,0.4927452504634857,0.3576178550720215,0.9752455949783325,0.9752455949783325,0.322135030467628,0.3103667199611664,0.011768310506461599,0.2554273795935974,0.2554273691723211,0.23533731725686116,0.23533730127318536,1.5983675799580155e-08,0.23533731670480335,0,0,disabled,0.0,1,TRACK,direct_path,0,0.25473051401786506,0.25473051401786506,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 63}",-0.023902452530297616,0.1356806528568049,3.687864450263062e-08,filtered,0,0,1,0,0,0,1,2,1.0,0.10738635029050474,0.9752455949783325,0.0,1.0,0.05718181604648076,0,0,0,0,0.135592448617967,0.0,filtered,osqp optimal,3.992012545681843e-08,0,0,12,joint_4_velocity_upper,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.05718181604648076,0.9536512955838296,5.83898471e-19|0.0455814943|0.226868519|0.226868519|0.263437527|0.263437527,,,,,,,,,,0.012056010076776147,0.0033299729693681,0.0015566470101475716,0.0019877079175785184
7,0.4,-2.099676237181258,0.5315569639205933,0.2989596128463745,0.2434302270412445,0.3615991473197937,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9588435292243958,0.47549277544021606,0.3450494408607483,0.9588435888290405,0.9588435888290405,0.3103667164352408,0.2989596128463745,0.011407103588866263,0.24663892758940742,0.24663891719164885,0.22819642812892782,0.22819641206715027,1.606177754687188e-08,0.22819642553649902,0,0,disabled,0.0,1,TRACK,direct_path,0,0.25473051401786506,0.25473051401786506,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 63}",-0.023902452530297616,0.1356806528568049,4.093340760765533e-08,filtered,0,0,1,0,0,0,1,2,1.0,0.06263796692533197,0.9588435888290405,0.0,1.0,0.050022074708053116,0,0,0,0,0.135592448617967,0.0,filtered,osqp optimal,4.362102866063828e-08,0,0,12,joint_4_velocity_upper,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.050022074708053116,0.9526998193988028,0|0.0441349833|0.219312767|0.219344057|0.254376509|0.254376509,,,,,,,,,,0.011141148977912962,0.0028909200336784124,0.0015555989230051637,0.0019458589376881719
8,0.45,-2.1659451302318313,0.5497531294822693,0.287911057472229,0.23579171299934387,0.3723981976509094,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9433131814002991,0.45885735750198364,0.3327084183692932,0.9433131814002991,0.9433131814002991,0.29895960446053144,0.287911057472229,0.011048546988302432,0.238037735266578,0.23803772524085162,0.22109913730874375,0.22109912122642286,1.608232089167494e-08,0.22109913110689375,0,0,disabled,0.0,1,TRACK,direct_path,0,0.25473051401786506,0.25473051401786506,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 63}",-0.023902452530297616,0.1356806528568049,4.549337260930031e-08,filtered,0,0,1,0,0,0,1,2,1.0,0.020267009616894503,0.9433131814002991,0.0,1.0,0.04324272153870312,0,0,0,0,0.135592448617967,0.0,filtered,osqp optimal,4.773204178682381e-08,0,0,12,joint_4_velocity_upper,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.04324272153870312,0.9516763387911521,1.35935553e-19|0.0427283628|0.211966959|0.212413921|0.245508494|0.245508494,,,,,,,,,,0.01195799303241074,0.002838468994013965,0.0017142189899459481,0.00221211405005306
9,0.5,-1.4822247395976436,0.3484683632850647,0.2835078835487366,0.23396867513656616,0.21839219331741333,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.601780116558075,8.279479026794434,158.3397216796875,0.3499999940395355,0.0,0.287911045944347,0.2835078835487366,0.004403162395610449,0.22966735246944453,0.13919865449933808,-0.15091728360705275,0.0849058130229871,-0.23582309663003986,0.0,1,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.25473051401786506,0.25473051401786506,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'invalid_state': 63}",-0.023902452530297616,0.1356806528568049,5.060041853328933e-08,filtered,0,0,1,0,1,1,1,2,1.0,0.0,0.0,0.0,1.0,0.03682877438939902,1,1,0,0,0.135592448617967,0.3499999940395355,filtered,osqp optimal,0.7187379442980374,0,0,12,joint_0_acceleration_lower|joint_4_acceleration_lower|joint_3_acceleration_upper,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.03682877438939902,0.9505907070944666,8.43211691e-18|0.0413612223|0.204830617|0.205666381|0.236830957|0.236830957,,,,,,,,,,0.014878031914122403,0.002881085965782404,0.0019023250788450241,0.0023153150686994195
