step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,safety_filter_solve_time_s
0,0.05,-1.0543606208378742,0.2985173761844635,0.6429154872894287,0.24913309514522552,0.2705436646938324,0.35,3,0,0,0,0.3912721872329712,7.825443267822266,156.5088653564453,0.4578479528427124,1.0,0.11561910235296297,0,0,0,0.0,filtered,0.07377406186265147,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.11561910235296297,0.0032788747921586037
1,0.1,-0.9716725557796443,0.28479287028312683,0.6359325051307678,0.24519051611423492,0.2554984986782074,0.35,3,0,0,0,0.6593815684318542,6.126224517822266,97.20645904541016,0.6593812108039856,1.0,0.11089851989139854,0,0,0,0.0,filtered,6.283691085861966e-07,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.11089851989139854,0.002342553809285164
2,0.15000000000000002,-0.8662672873445001,0.22569037973880768,0.6275569200515747,0.24436978995800018,0.1958555430173874,0.35,3,0,0,0,0.7297646403312683,6.068000316619873,147.99029541015625,0.7259389758110046,1.0,0.10673008072767592,0,0,0,0.0,filtered,0.031158003239274173,0,0,12,joint_5_acceleration_lower,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.10673008072767592,0.0032517490908503532
3,0.2,-0.7853259415955847,0.2186373770236969,0.6166785955429077,0.24659807980060577,0.18903513252735138,0.35,3,0,0,0,0.8101781606674194,4.374271869659424,112.44972229003906,0.8101776838302612,1.0,0.10571261469225846,0,0,0,0.0,filtered,7.70307093527783e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.10571261469225846,0.002546214498579502
4,0.25,-0.7136139302603263,0.20887674391269684,0.6040924191474915,0.2526029050350189,0.18053753674030304,0.35,3,0,0,0,0.8804740309715271,3.7855775356292725,78.38285827636719,0.8804740309715271,1.0,0.10775443133721119,0,0,0,0.0,passthrough,4.634626849687971e-12,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.10775443133721119,0.016451362520456314
5,0.30000000000000004,-0.6613352996114443,0.19588635861873627,0.5910739302635193,0.26098203659057617,0.169368714094162,0.35,3,0,0,0,0.932482123374939,3.2325823307037354,68.68119812011719,0.9324814081192017,1.0,0.11364671964749212,0,0,0,0.0,filtered,1.0563100183605545e-06,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.11364671964749212,0.0030675260350108147
6,0.35000000000000003,-0.6066747312054511,0.183761864900589,0.5775037407875061,0.26938343048095703,0.15892644226551056,0.35,3,0,0,0,0.9618663191795349,1.2455345392227173,64.73262023925781,0.9618655443191528,1.0,0.12196632485789272,0,0,0,0.0,filtered,1.0954396542769654e-06,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.12196632485789272,0.0029691942036151886
7,0.4,-0.5569618271340417,0.17263148725032806,0.5635579228401184,0.2776605188846588,0.14932939410209656,0.35,3,0,0,0,0.9722990989685059,1.2649036645889282,26.292186737060547,0.9722985625267029,1.0,0.1302889306258806,0,0,0,0.0,filtered,7.724002811082448e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.1302889306258806,0.0030799517408013344
8,0.45,-0.5178966556096566,0.1613456755876541,0.5497722625732422,0.2866418957710266,0.13963794708251953,0.35,3,0,0,0,0.9814953804016113,1.3920612335205078,36.375572204589844,0.9814953804016113,1.0,0.13847315930188198,0,0,0,0.0,passthrough,5.594165582454331e-12,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.13847315930188198,0.002477504312992096
9,0.5,-0.47776090660853243,0.1499791294336319,0.5360476970672607,0.2963881492614746,0.1299102008342743,0.35,3,0,0,0,0.992138683795929,1.138811707496643,15.289931297302246,0.992138683795929,1.0,0.14738402432781783,0,0,0,0.0,passthrough,5.03632692627366e-12,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.14738402432781783,0.003019740805029869
