step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,safety_filter_solve_time_s
0,0.05,-0.884844253019219,0.2699630856513977,0.6244438290596008,0.3839992582798004,0.24570336937904358,0.35,2,0,0,0,0.42062970995903015,8.412593841552734,168.2518768310547,0.4845064878463745,1.0,0.23369317730438677,0,0,0,0.0,filtered,0.07528742693648058,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.23369317730438677,0.0024802731350064278
1,0.1,-0.6866656356753811,0.26710960268974304,0.6066198348999023,0.3715081512928009,0.24058695137500763,0.35,2,0,0,0,0.728691041469574,6.642800331115723,83.42854309082031,0.728690505027771,1.0,0.22041842192466105,0,0,0,0.0,filtered,1.0080819370058728e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.22041842192466105,0.003139418549835682
2,0.15000000000000002,-0.5431983279267959,0.2688063681125641,0.583861768245697,0.3597818911075592,0.2401338517665863,0.35,2,0,0,0,0.9423410892486572,4.741340160369873,50.36512756347656,0.9423410892486572,1.0,0.20846943598269496,0,0,0,0.0,passthrough,4.872604964155283e-12,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.20846943598269496,0.0045427363365888596
3,0.2,-0.4346395189608441,0.2743465304374695,0.5580733418464661,0.3485667407512665,0.24360841512680054,0.35,2,0,0,0,1.1092582941055298,3.991182565689087,30.34861183166504,1.1092572212219238,1.0,0.1974535369142454,0,0,0,0.0,filtered,1.861705274543629e-06,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.1974535369142454,0.0037433672696352005
4,0.25,-0.349199691317979,0.28259551525115967,0.5304660201072693,0.3377059996128082,0.24986769258975983,0.35,2,0,0,0,1.2256362438201904,2.734173536300659,26.894502639770508,1.2256362438201904,1.0,0.18708353636094893,0,0,0,0.0,passthrough,6.221146980572269e-12,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.18708353636094893,0.0091885169968009
5,0.30000000000000004,-0.28925688908004416,0.29296979308128357,0.5022245645523071,0.3270949125289917,0.25833308696746826,0.35,2,0,0,0,1.2821791172027588,1.3201117515563965,32.060791015625,1.2821791172027588,1.0,0.17718769108610755,0,0,0,0.0,passthrough,7.717642083848455e-12,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.17718769108610755,0.0025519151240587234
6,0.35000000000000003,-0.257745678390512,0.30564752221107483,0.47453558444976807,0.3166317939758301,0.2691878080368042,0.35,2,0,0,0,1.286941409111023,1.1478511095046997,27.50349235534668,1.286941409111023,1.0,0.1676556455664387,0,0,0,0.0,passthrough,5.393867233076218e-12,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.1676556455664387,0.0024495813995599747
7,0.4,-0.25398090821637376,0.31957757472991943,0.44852253794670105,0.30628395080566406,0.28141865134239197,0.35,2,0,0,0,1.2688614130020142,1.7124148607254028,20.97811508178711,1.2688614130020142,1.0,0.15838374279693845,0,0,0,0.0,passthrough,6.827650552462334e-12,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.15838374279693845,0.0025025540962815285
8,0.45,-0.2816772677601432,0.3343161940574646,0.4254351854324341,0.2960470914840698,0.2946382462978363,0.35,2,0,0,0,1.2092947959899902,3.0711965560913086,32.835227966308594,1.209294319152832,1.0,0.1493486671802861,0,0,0,0.0,filtered,7.953793377390008e-07,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.1493486671802861,0.002434058114886284
9,0.5,-0.34231415423411826,0.34834325313568115,0.406576544046402,0.28599467873573303,0.30743208527565,0.35,2,0,0,0,1.1074048280715942,5.307988166809082,50.020286560058594,1.1074044704437256,1.0,0.1405580044086307,0,0,0,0.0,filtered,5.705979059008349e-07,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.1405580044086307,0.00267687626183033
