step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,unavoidable_collision,avoidable_collision,collision_avoidability_reason,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.21748165489503274,0.1364690512418747,0.3010866343975067,0.33559778332710266,0.11571571230888367,0.35,5,0,0,0,0,0,0,,,,nan,0,0.37639570236206055,7.527913570404053,150.5582733154297,0.41176390647888184,1.0,0.16196656040115542,0,0,0,0,0.16196656040115542,0.0,filtered,0.04563280811439359,0,0,12,joint_2_acceleration_lower|joint_4_acceleration_lower,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.16196656040115542,0.58854719|0.335402374|0.276862253|0.198044049|0.168216989|0.16196656,0.73854719|0.485402374|0.426862253|0.348044049|0.318216989|0.31196656,0.70854719|0.455402374|0.396862253|0.318044049|0.288216989|0.28196656,0.15|0.15|0.15|0.15|0.15|0.15,-0.00221327418|-0.0770091859|0.0179987031|0.108937971|0.106800059|0.117877824,-0.110499265|-0.0966322214|-0.172214547|-0.172444248|-0.174826055|-0.178407754,2.24147622|1.16796809|0.953233169|0.728669918|0.604841961|0.587336311,0.713053584|0.534450233|0.388912857,-0.00563599309|-0.177474871|-0.0323226713,0.009496125392615795,0.0017974535003304482,0.002451075240969658,0.0024723978713154793
1,0.1,-0.03617266060501216,0.11790290474891663,0.2871420085430145,0.33646368980407715,0.09726680815219879,0.35,5,0,0,0,0,0,0,,,,nan,0,0.6202430725097656,6.612076282501221,136.9634552001953,0.620242714881897,1.0,0.15879556485799862,0,0,0,0,0.16196656040115542,0.0,filtered,5.642627129424583e-07,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.15879556485799862,0.582943632|0.330219469|0.273896582|0.194739735|0.164689939|0.158795565,0.732943632|0.480219469|0.423896582|0.344739735|0.314689939|0.308795565,0.702943632|0.450219469|0.393896582|0.314739735|0.284689939|0.278795565,0.15|0.15|0.15|0.15|0.15|0.15,-0.00389911515|-0.152738729|0.0430360784|0.204190074|0.188164137|0.190127108,-0.109364477|-0.0954124135|-0.17181728|-0.172129225|-0.17479844|-0.178568106,2.21851094|1.07272673|0.966805128|0.811019788|0.672125452|0.646741262,0.712771773|0.52557677|0.387296736,-0.00563599309|-0.177474871|-0.0323226713,0.007236885838210583,0.000979861244559288,0.0021483860909938812,0.002306576818227768
2,0.15000000000000002,0.09949902654183113,0.11662879586219788,0.26698383688926697,0.3379502594470978,0.0962531790137291,0.35,5,0,0,0,0,0,0,,,,nan,0,0.8303534984588623,6.448665618896484,97.88272857666016,0.8303534984588623,1.0,0.15962420947537437,0,0,0,0,0.16196656040115542,0.0,passthrough,1.2204233292916823e-11,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.15962420947537437,0.577310707|0.327472528|0.276259718|0.196472|0.165548495|0.159624209,0.727310707|0.477472528|0.426259718|0.346472|0.315548495|0.309624209,0.697310707|0.447472528|0.396259718|0.316472|0.285548495|0.279624209,0.15|0.15|0.15|0.15|0.15|0.15,-0.00406743218|-0.175237086|0.0553313111|0.232727728|0.202413229|0.196846695,-0.108220234|-0.0941216511|-0.170854618|-0.171247682|-0.174590957|-0.178832135,2.19695516|1.04053137|0.989515566|0.847368046|0.690016255|0.656511398,0.712489963|0.516703308|0.385680616,-0.00563599309|-0.177474871|-0.0323226713,0.005565077997744083,0.001025424338877201,0.0013434551656246185,0.0015554176643490791
3,0.2,0.0963406365971923,0.13766641914844513,0.24700188636779785,0.33425623178482056,0.11673606187105179,0.35,5,0,0,0,0,0,0,,,,nan,0,0.7596633434295654,6.040024280548096,156.5174102783203,0.7358683943748474,1.0,0.16111834765060284,0,0,0,0,0.16196656040115542,0.0,filtered,0.10933456144803075,0,0,12,joint_4_acceleration_upper,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.16111834765060284,0.571726288|0.327441327|0.280327414|0.19990567|0.167401867|0.161118348,0.721726288|0.477441327|0.430327414|0.34990567|0.317401867|0.311118348,0.691726288|0.447441327|0.400327414|0.31990567|0.287401867|0.281118348,0.15|0.15|0.15|0.15|0.15|0.15,-0.00211584338|-0.111934738|0.0403017377|0.152256564|0.111107609|0.0919775107,-0.107056486|-0.0923291551|-0.169149062|-0.169463809|-0.17378707|-0.178779067,2.17773282|1.10550141|0.992462331|0.782415435|0.606928007|0.557671834,0.712208152|0.507829845|0.384064496,-0.00563599309|-0.177474871|-0.0323226713,0.005620669573545456,0.0010405248031020164,0.0014975778758525848,0.0015873191878199577
4,0.25,-0.11426790526811714,0.21341118216514587,0.23511064052581787,0.3272940218448639,0.19133034348487854,0.35,5,0,0,0,0,0,0,,,,nan,0,0.596895694732666,6.5917534828186035,108.73347473144531,0.5988917946815491,1.0,0.15751846217382626,0,0,0,0,0.16196656040115542,0.0,filtered,0.11106292970636306,0,0,12,joint_2_acceleration_upper|joint_4_acceleration_upper,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.15751846217382626,0.566295329|0.328678839|0.280384502|0.19964673|0.164909778|0.157518462,0.716295329|0.478678839|0.430384502|0.34964673|0.314909778|0.307518462,0.686295329|0.448678839|0.400384502|0.31964673|0.284909778|0.277518462,0.15|0.15|0.15|0.15|0.15|0.15,-0.000744597516|-0.0508090588|0.0208081619|0.0754890659|0.0451634311|0.0360093572,-0.105858092|-0.0898288983|-0.166932516|-0.16690029|-0.172246066|-0.178110932,2.15857863|1.1740774|0.975413653|0.707175694|0.532556477|0.487972273,0.711926341|0.498956323|0.382448375,-0.00563599309|-0.177474871|-0.0323226713,0.0071423472836613655,0.0009831702336668968,0.0022113993763923645,0.0022621862590312958
5,0.30000000000000004,-0.20872664401330626,0.16143541038036346,0.23140443861484528,0.32326510548591614,0.1386268585920334,0.35,5,0,0,0,0,0,0,,,,nan,0,0.36960968375205994,8.310739517211914,143.30950927734375,0.3221965730190277,1.0,0.15066411206533603,0,0,0,0,0.16196656040115542,0.0,filtered,0.09739812448846587,0,0,12,joint_2_acceleration_upper|joint_3_acceleration_upper,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.15066411206533603,0.560995737|0.328203175|0.276070583|0.195347987|0.158806809|0.150664112,0.710995737|0.478203175|0.426070583|0.345347987|0.308806809|0.300664112,0.680995737|0.448203175|0.396070583|0.315347987|0.278806809|0.270664112,0.15|0.15|0.15|0.15|0.15|0.15,-0.00175589338|-0.0632981877|0.0154224784|0.0914597156|0.0822948868|0.0971879345,-0.1046274|-0.0874804581|-0.165241695|-0.164809498|-0.170853546|-0.177343694,2.13759966|1.16203405|0.954463115|0.708042165|0.546668575|0.522500689,0.71164453|0.490082502|0.380832255,-0.00563599309|-0.177474871|-0.0323226713,0.008394665084779263,0.0015810439363121986,0.0021772626787424088,0.002346619963645935
6,0.35000000000000003,-0.1738051923560036,0.14048807322978973,0.22726422548294067,0.32166793942451477,0.1174301728606224,0.35,5,0,0,0,0,0,0,,,,nan,0,0.30561748147010803,6.740103721618652,209.2139892578125,0.30561748147010803,1.0,0.14666263704583804,0,0,0,0,0.16196656040115542,0.0,passthrough,9.823712107013496e-11,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.14666263704583804,0.555707546|0.324357325|0.272580589|0.191871895|0.154488163|0.146662637,0.705707546|0.474357325|0.422580589|0.341871895|0.304488163|0.296662637,0.675707546|0.444357325|0.392580589|0.311871895|0.274488163|0.266662637,0.15|0.15|0.15|0.15|0.15|0.15,-0.0024879133|-0.0772088731|0.0150821866|0.124211707|0.125357891|0.145389373,-0.103381453|-0.0859620772|-0.164731539|-0.164206139|-0.170479486|-0.17714719,2.11696082|1.13425835|0.940673003|0.727493147|0.572831059|0.554892731,0.71136272|0.481208682|0.379216135,-0.00563599309|-0.177474871|-0.0323226713,0.008972923271358013,0.0018193749710917473,0.0022212062031030655,0.0024171117693185806
7,0.4,-0.1924596972187071,0.1499195396900177,0.2239508479833603,0.3188640773296356,0.12638111412525177,0.35,5,0,0,0,0,0,0,,,,nan,0,0.3198706805706024,4.327803134918213,131.09190368652344,0.340196818113327,1.0,0.1451235523295672,0,0,0,0,0.16196656040115542,0.0,filtered,0.02870726142542205,0,0,12,joint_4_acceleration_lower,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.1451235523295672,0.550445637|0.318268757|0.27068307|0.189919476|0.152288236|0.145123552,0.700445637|0.468268757|0.42068307|0.339919476|0.302288236|0.295123552,0.670445637|0.438268757|0.39068307|0.309919476|0.272288236|0.265123552,0.15|0.15|0.15|0.15|0.15|0.15,-0.0018308315|-0.0573608468|0.0129739316|0.0945925974|0.10423689|0.121966567,-0.102118186|-0.0849263797|-0.164447726|-0.163948679|-0.170421413|-0.176882429,2.09783353|1.1307878|0.931258484|0.690321823|0.542968421|0.525578347,0.711080909|0.472334862|0.377600014,-0.00563599309|-0.177474871|-0.0323226713,0.008449611254036427,0.0018997788429260254,0.001937354914844036,0.002303115092217922
8,0.45,-0.17718971788900498,0.134776771068573,0.22080573439598083,0.3187688887119293,0.11231116950511932,0.35,5,0,0,0,0,0,0,,,,nan,0,0.49569228291511536,3.891846179962158,68.4710464477539,0.49569183588027954,1.0,0.14238486611378187,0,0,0,0,0.16196656040115542,0.0,filtered,6.046925847454457e-07,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.14238486611378187,0.545280285|0.312846597|0.267263757|0.186483555|0.149012226|0.142384866,0.695280285|0.462846597|0.417263757|0.336483555|0.299012226|0.292384866,0.665280285|0.432846597|0.387263757|0.306483555|0.269012226|0.262384866,0.15|0.15|0.15|0.15|0.15|0.15,-0.00255975066|-0.0797683785|0.0191789378|0.128753357|0.148953119|0.177004819,-0.100827241|-0.0836191098|-0.164043071|-0.163514177|-0.17021866|-0.176435419,2.07773415|1.0879989|0.924190894|0.711173399|0.574783364|0.570108865,0.710799098|0.463461041|0.375983894,-0.00563599309|-0.177474871|-0.0323226713,0.009109367616474628,0.0018207421526312828,0.002520723268389702,0.002245502546429634
9,0.5,-0.2031257118947213,0.13729089498519897,0.2190505564212799,0.31836605072021484,0.11522365361452103,0.35,5,0,0,0,0,0,0,,,,nan,0,0.5981306433677673,3.8232550621032715,68.45191955566406,0.5981299877166748,1.0,0.1423821307177875,0,0,0,0,0.16196656040115542,0.0,filtered,7.957029094348055e-07,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.1423821307177875,0.540143633|0.306999235|0.265572552|0.184787337|0.147998258|0.142382131,0.690143633|0.456999235|0.415572552|0.334787337|0.297998258|0.292382131,0.660143633|0.426999235|0.385572552|0.304787337|0.267998258|0.262382131,0.15|0.15|0.15|0.15|0.15|0.15,-0.00236693863|-0.0730748253|0.0192760778|0.116671925|0.142259543|0.171424727,-0.0995185924|-0.082553066|-0.163801686|-0.163304008|-0.170209726|-0.175809064,2.058689|1.07236905|0.917764602|0.692517264|0.564042847|0.565144186,0.710517287|0.454587221|0.374367774,-0.00563599309|-0.177474871|-0.0323226713,0.00878565851598978,0.001733347773551941,0.0023150816559791565,0.0023065293207764626
